date, pm25, pm10, o3, no2, so2, co
2023/1/31, 182, 95, 21, 27, 6, 10
2023/2/1, 148, 105, 18, 19, 5, 7
2023/2/2, 116, 104, 26, 22, 5, 7
2023/2/3, 160, 151, 24, 36, 9, 12
2023/2/4, 207, 185, 28, 35, 9, 13
2023/2/5, 257, 179, 27, 35, 7, 14
2023/2/6, 283, 179, 18, 42, 6, 16
2023/2/7, 285, 200, 10, 35, 5, 17
2023/2/8, 324, 110, 16, 17, 2, 12
2023/2/9, 203, 97, 18, 18, 2, 12
2023/2/10, 187, 84, 5, 20, 2, 13
2023/2/11, 173, 46, 14, 12, 2, 10
2023/2/12, 108, 42, 22, 7, , 6
2023/2/13, 102, 53, 25, 11, 2, 5
2023/2/14, 107, 79, 7, 23, 2, 10
2023/2/15, 166, 97, 9, 25, 2, 13
2023/2/16, 182, 111, 13, 27, 2, 12
2023/2/17, 190, 86, 37, 14, 2, 6
2023/2/18, 124, 83, 26, 21, 3, 4
2023/2/19, 82, 108, 5, 31, 3, 8
2023/2/20, 152, 107, 15, 28, 4, 8
2023/2/21, 173, 82, 14, 20, 2, 7
2023/2/22, 177, 76, 33, 17, 2, 8
2023/2/23, 172, 62, 39, 18, 3, 6
2023/2/24, 123, 101, 26, 26, 3, 7
2023/2/25, 175, 105, 24, 23, 4, 7
2023/2/26, 182, 123, 32, 23, 3, 9
2023/2/27, 205, 123, 28, 21, 4, 6
2023/2/28, 159, 114, 31, 21, 4, 4
2023/3/1, 121, 118, 14, 30, 4, 5
2023/3/2, 148, 85, 41, 21, 3, 5
2023/3/3, 120, 87, 24, 34, 4, 5
2023/3/4, 131, 106, 32, 37, 4, 6
2023/3/5, 167, 92, 56, 26, 4, 5
2023/3/6, 156, 91, 54, 31, 4, 5
2023/3/7, 154, 74, 45, 24, 4, 3
2023/3/8, 107, 84, 33, 30, 5, 3
2023/3/9, 103, 89, 50, 29, 4, 4
2023/3/10, 138, 188, 32, 19, 3, 2
2023/3/11, 111, 122, 34, 10, 3, 1
2023/3/12, 97, 118, 21, 31, 3, 4
2023/3/13, 140, 96, 46, 19, 3, 3
2023/3/14, 114, 88, 31, 9, 4, 2
2023/3/15, 70, 42, 24, 11, 3, 2
2023/3/16, 83, 47, 21, 7, 3, 2
2023/3/17, 109, 66, 18, 15, 3, 3
2023/3/18, 136, 90, 31, 21, 3, 3
2023/3/19, 172, 98, 33, 24, 3, 3
2023/3/20, 175, 95, 45, 19, 3, 3
2023/3/21, 170, 147, 31, 12, 3, 2
2023/3/22, 137, 60, 27, 6, 3, 2
2023/3/23, 92, 160, 19, 8, 3, 2
2023/3/24, 156, 77, 35, 6, 3, 2
2023/3/25, 117, 78, 24, 17, 3, 3
2023/3/26, 116, 72, 41, 18, 3, 3
2023/3/27, 95, 79, 43, 20, 3, 3
2023/3/28, 105, 69, 46, 19, 4, 3
2023/3/29, 81, 79, 38, 30, 4, 3
2023/3/30, 115, 84, 49, 31, 3, 4
2023/3/31, 141, 82, 60, 20, 4, 4
2022/10/1, 148, 54, 19, 9, 1, 5
2022/10/2, 116, 39, 24, 2, 1, 1
2022/10/3, 62, 14, 19, 6, 1, 1
2022/10/4, 46, 7, 19, 6, 1, 1
2022/10/5, 18, 9, 14, 8, 1, 2
2022/10/6, 34, 40, 5, 15, 2, 3
2022/10/7, 76, 44, 10, 13, 1, 3
2022/10/8, 71, 40, 28, 9, 2, 2
2022/10/9, 37, 38, 21, 18, 2, 2
2022/10/10, 57, 52, 29, 19, 2, 3
2022/10/11, 96, 77, 42, 23, 4, 5
2022/10/12, 141, 89, 20, 22, 2, 6
2022/10/13, 157, 73, 22, 19, 2, 5
2022/10/14, 115, 54, 20, 19, 2, 4
2022/10/15, 73, 54, 40, 14, 2, 2
2022/10/16, 72, 58, 38, 22, 3, 3
2022/10/17, 95, 95, 42, 28, 3, 6
2022/10/18, 152, 115, 30, 31, 3, 7
2022/10/19, 166, 100, 38, 25, 2, 7
2022/10/20, 158, 83, 52, 20, 2, 5
2022/10/21, 141, 87, 62, 24, 2, 6
2022/10/22, 142, 92, 38, 25, 4, 6
2022/10/23, 145, 116, 11, 32, 5, 9
2022/10/24, 165, 137, 28, 26, 3, 10
2022/10/25, 183, 115, 22, 15, 2, 9
2022/10/26, 170, 74, 10, 17, 2, 5
2022/10/27, 116, 77, 10, 18, 2, 6
2022/10/28, 132, 60, 12, 15, 2, 4
2022/10/29, 105, 54, 21, 12, 2, 5
2022/10/30, 90, 48, 26, 14, 2, 4
2022/10/31, 71, 99, 23, 24, 2, 6
2022/11/1, 131, 115, 22, 21, 2, 8
2022/11/2, 161, 82, 12, 20, 3, 5
2022/11/3, 104, 96, 16, 26, 3, 7
2022/11/4, 142, 112, 13, 26, 3, 8
2022/11/5, 166, 87, 32, 19, 3, 8
2022/11/6, 161, 110, 5, 32, 3, 9
2022/11/7, 173, 106, 5, 27, 2, 10
2022/11/8, 181, 85, 7, 20, 2, 10
2022/11/9, 166, 70, 8, 16, 2, 9
2022/11/10, 133, 34, 25, 10, 2, 7
2022/11/11, 66, 20, 26, 9, 2, 2
2022/11/12, 30, 51, 10, 21, 3, 4
2022/11/13, 75, 68, 19, 21, 3, 5
2022/11/14, 126, 70, 12, 30, 3, 6
2022/11/15, 126, 100, 8, 32, 3, 8
2022/11/16, 175, 132, 11, 32, 3, 9
2022/11/17, 216, 132, 7, 29, 3, 11
2022/11/18, 217, 81, 18, 23, 3, 7
2022/11/19, 148, 119, 23, 26, 3, 9
2022/11/20, 190, 103, 11, 20, 3, 8
2022/11/21, 181, 49, 26, 15, 3, 5
2022/11/22, 102, 79, 3, 22, 3, 6
2022/11/23, 146, 86, 4, 21, 2, 8
2022/11/24, 167, 83, 9, 22, 2, 8
2022/11/25, 165, 91, 9, 18, 2, 10
2022/11/26, 171, 114, 10, 17, 2, 11
2022/11/27, 194, 98, 15, 11, 2, 8
2022/11/28, 144, 112, 21, 9, 2, 4
2022/11/29, 116, 57, 18, 9, 2, 4
2022/11/30, 70, 68, 9, 22, 2, 8
2022/12/1, 122, 104, 14, 26, 4, 9
2022/12/2, 166, 128, 18, 31, 4, 10
2022/12/3, 186, 134, 3, 32, 5, 12
2022/12/4, 189, 139, 9, 34, 5, 14
2022/12/5, 202, 143, 18, 31, 4, 13
2022/12/6, 211, 176, 8, 44, 4, 16
2022/12/7, 259, 129, 32, 25, 4, 13
2022/12/8, 207, 148, 22, 36, 5, 13
2022/12/9, 222, 96, 25, 18, 4, 5
2022/12/10, 151, 74, 7, 25, 5, 5
2022/12/11, 123, 148, 24, 20, 3, 4
2022/12/12, 151, 126, 18, 26, 3, 5
2022/12/13, 154, 107, 10, 30, 5, 8
2022/12/14, 156, 133, 2, 38, 5, 11
2022/12/15, 181, 99, 27, 20, 2, 9
2022/12/16, 139, 71, 28, 10, 2, 3
2022/12/17, 77, 80, 18, 26, 3, 7
2022/12/18, 126, 104, 10, 36, 5, 11
2022/12/19, 171, 94, 34, 18, 3, 6
2022/12/20, 132, 79, 29, 22, 3, 6
2022/12/21, 124, 69, 20, 19, 3, 6
2022/12/22, 97, 80, 29, 23, 4, 9
2022/12/23, 149, 113, 16, 32, 4, 12
2022/12/24, 186, 73, 24, 10, 3, 9
2022/12/25, 137, 49, 13, 16, 1, 8
2022/12/26, 115, 64, 22, 20, 2, 8
2022/12/27, 149, 75, 10, 26, 3, 8
2022/12/28, 155, 87, 9, 28, 3, 10
2022/12/29, 166, 115, 21, 31, 4, 12
2022/12/30, 195, 124, 32, 26, 5, 12
2022/12/31, 214, 153, 14, 31, 5, 15
2023/1/1, 283, 137, 18, 32, 4, 14
2022/7/1, 88, 32, 43, 8, 1, 4
2022/7/2, 63, 35, 92, 11, 2, 4
2022/7/3, 53, 44, 88, 13, 1, 4
2022/7/4, 72, 32, 74, 9, 1, 4
2022/7/5, 62, 35, 89, 7, 2, 2
2022/7/6, 56, 42, 87, 13, 1, 2
2022/7/7, 64, 37, 101, 10, 2, 3
2022/7/8, 72, 56, 111, 15, 1, 4
2022/7/9, 89, 52, 88, 14, 1, 4
2022/7/10, 82, 54, 79, 7, 1, 5
2022/7/11, 75, 44, 26, 9, 1, 6
2022/7/12, 76, 24, 37, 7, 1, 5
2022/7/13, 59, 47, 41, 11, 1, 7
2022/7/14, 86, 55, 74, 8, 2, 8
2022/7/15, 98, 28, 32, 2, 2, 3
2022/7/16, 48, 32, 60, 6, 4, 2
2022/7/17, 52, 42, 46, 12, 4, 3
2022/7/18, 59, 11, 48, 3, 4, 2
2022/7/19, 32, 18, 74, 4, 4, 2
2022/7/20, 40, 38, 102, 10, 4, 4
2022/7/21, 72, 18, 40, 2, 2, 2
2022/7/22, 39, 21, 84, 8, 2, 2
2022/7/23, 43, 50, 128, 12, 3, 4
2022/7/24, 77, 67, 138, 14, 2, 6
2022/7/25, 110, 47, 73, 7, 2, 4
2022/7/26, 80, 29, 48, 5, 2, 2
2022/7/27, 61, 30, 94, 8, 2, 2
2022/7/28, 58, 58, 102, 15, 2, 3
2022/7/29, 85, 52, 89, 10, 2, 4
2022/7/30, 83, 55, 92, 10, 3, 4
2022/7/31, 90, 52, 88, 10, 2, 4
2022/8/1, 89, 48, 65, 10, 2, 2
2022/8/2, 79, 44, 84, 10, 2, 3
2022/8/3, 75, 39, 105, 9, 2, 4
2022/8/4, 72, 36, 99, 9, 2, 5
2022/8/5, 68, 38, 95, 9, 2, 4
2022/8/6, 78, 36, 83, 9, 2, 2
2022/8/7, 68, 45, 106, 12, 2, 3
2022/8/8, 71, 41, 93, 10, 2, 2
2022/8/9, 68, 46, 100, 8, 2, 3
2022/8/10, 69, 59, 107, 13, 2, 4
2022/8/11, 95, 56, 110, 14, 2, 3
2022/8/12, 97, 41, 68, 11, 2, 2
2022/8/13, 61, 43, 82, 10, 2, 3
2022/8/14, 55, 51, 65, 4, 2, 2
2022/8/15, 53, 59, 82, 10, 3, 4
2022/8/16, 66, 56, 104, 10, 2, 6
2022/8/17, 82, 68, 111, 10, 2, 6
2022/8/18, 98, 25, 68, 5, 2, 3
2022/8/19, 53, 47, 50, 6, 2, 2
2022/8/20, 70, 40, 52, 8, 2, 2
2022/8/21, 67, 50, 55, 10, 2, 3
2022/8/22, 68, 35, 42, 7, 2, 3
2022/8/23, 57, 56, 62, 9, 4, 2
2022/8/24, 69, 29, 30, 6, 2, 4
2022/8/25, 65, 23, 14, 7, 2, 5
2022/8/26, 65, 23, 15, 6, 2, 3
2022/8/27, 53, 11, 16, 6, 2, 3
2022/8/28, 34, 9, 27, 8, , 3
2022/8/29, 24, 11, 35, 4, 3, 2
2022/8/30, 28, 33, 53, 10, 2, 2
2022/8/31, 55, 44, 84, 11, 3, 3
2022/9/1, 76, 45, 63, 9, 3, 3
2022/9/2, 80, 44, 30, 13, 2, 4
2022/9/3, 87, 24, 35, 8, 2, 2
2022/9/4, 48, 42, 56, 12, 2, 1
2022/9/5, 55, 49, 66, 15, 3, 1
2022/9/6, 65, 69, 105, 19, 5, 3
2022/9/7, 102, 62, 29, 17, 3, 4
2022/9/8, 105, 46, 71, 10, 2, 3
2022/9/9, 83, 66, 55, 13, 2, 7
2022/9/10, 139, 61, 58, 10, 2, 6
2022/9/11, 126, 75, 81, 20, 3, 6
2022/9/12, 134, 51, 67, 13, 3, 3
2022/9/13, 86, 67, 57, 13, 3, 4
2022/9/14, 127, 61, 69, 12, 2, 5
2022/9/15, 124, 76, 90, 18, 3, 6
2022/9/16, 147, 39, 32, 8, 2, 4
2022/9/17, 90, 71, 32, 11, 2, 5
2022/9/18, 87, 31, 42, 7, 2, 2
2022/9/19, 53, 18, 34, 5, 2, 2
2022/9/20, 37, 33, 26, 11, 1, 4
2022/9/21, 55, 46, 42, 9, 3, 3
2022/9/22, 53, 54, 26, 17, 3, 2
2022/9/23, 66, 64, 12, 20, 2, 3
2022/9/24, 83, 67, 57, 16, 2, 4
2022/9/25, 88, 71, 64, 19, 1, 4
2022/9/26, 97, 53, 35, 13, 1, 2
2022/9/27, 67, 32, 47, 16, 1, 2
2022/9/28, 44, 66, 57, 27, 2, 4
2022/9/29, 103, 74, 20, 32, 2, 5
2022/9/30, 116, 77, 15, 21, 1, 5
2022/4/1, 126, 76, 38, 21, 3, 4
2022/4/2, 97, 99, 42, 26, 4, 5
2022/4/3, 117, 96, 46, 22, 4, 6
2022/4/4, 113, 76, 46, 17, 3, 4
2022/4/5, 91, 79, 43, 20, 3, 4
2022/4/6, 99, 93, 53, 25, 4, 5
2022/4/7, 131, 90, 36, 23, 3, 5
2022/4/8, 134, 84, 60, 24, 3, 4
2022/4/9, 116, 86, 68, 27, 3, 4
2022/4/10, 126, 177, 30, 19, 2, 5
2022/4/11, 148, 90, 19, 8, 2, 5
2022/4/12, 151, 76, 45, 13, 4, 5
2022/4/13, 128, 62, 26, 12, 3, 5
2022/4/14, 87, 50, 31, 9, 2, 5
2022/4/15, 84, 46, 30, 10, 2, 3
2022/4/16, 79, 46, 29, 11, 3, 3
2022/4/17, 72, 75, 45, 11, 3, 2
2022/4/18, 69, 57, 42, 20, 2, 3
2022/4/19, 76, 54, 52, 14, 2, 3
2022/4/20, 76, 59, 63, 17, 3, 4
2022/4/21, 84, 93, 41, 20, 5, 5
2022/4/22, 116, 101, 71, 21, 5, 6
2022/4/23, 144, 84, 39, 17, 3, 6
2022/4/24, 109, 60, 63, 12, 3, 4
2022/4/25, 84, 62, 58, 20, 3, 5
2022/4/26, 89, 115, 45, 18, 2, 5
2022/4/27, 124, 52, 44, 6, , 4
2022/4/28, 80, 60, 31, 13, 2, 5
2022/4/29, 104, 54, 28, 9, 2, 4
2022/4/30, 67, 42, 53, 12, 3, 3
2022/5/1, 54, 41, 57, 13, 2, 3
2022/5/2, 74, 44, 63, 17, 2, 4
2022/5/3, 70, 52, 80, 21, 3, 5
2022/5/4, 87, 63, 99, 22, 3, 6
2022/5/5, 110, 63, 114, 18, 3, 5
2022/5/6, 105, 103, 64, 14, 2, 4
2022/5/7, 110, 90, 65, 11, 3, 5
2022/5/8, 120, 35, 30, 8, 2, 6
2022/5/9, 61, 55, 62, 13, 2, 6
2022/5/10, 78, 65, 91, 12, 2, 6
2022/5/11, 90, 81, 32, 11, 2, 6
2022/5/12, 119, 21, 39, 7, 3, 4
2022/5/13, 28, 19, 41, 6, 2, 3
2022/5/14, 31, 28, 52, 10, 3, 3
2022/5/15, 39, 34, 64, 12, 2, 3
2022/5/16, 56, 43, 72, 15, 3, 5
2022/5/17, 73, 55, 53, 22, 3, 5
2022/5/18, 80, 45, 75, 13, 2, 4
2022/5/19, 66, 64, 106, 21, 3, 6
2022/5/20, 97, 60, 62, 18, 3, 5
2022/5/21, 95, 38, 73, 10, 2, 3
2022/5/22, 66, 45, 95, 14, 3, 3
2022/5/23, 65, 57, 103, 16, 3, 4
2022/5/24, 90, 53, 24, 18, 3, 5
2022/5/25, 102, 54, 75, 10, 3, 4
2022/5/26, 82, 61, 41, 17, 3, 5
2022/5/27, 90, 34, 97, 10, 3, 3
2022/5/28, 52, 127, 39, 14, 3, 3
2022/5/29, 114, 85, 82, 13, 4, 3
2022/5/30, 117, 65, 34, 16, 4, 4
2022/5/31, 86, 47, 108, 13, 3, 4
2022/6/1, 73, 56, 120, 14, 3, 4
2022/6/2, 83, 59, 106, 15, 3, 5
2022/6/3, 90, 23, 33, 3, 2, 3
2022/6/4, 44, 55, 62, 5, 3, 3
2022/6/5, 81, 59, 83, 16, 3, 3
2022/6/6, 64, 51, 91, 12, 3, 4
2022/6/7, 70, 51, 88, 10, 3, 4
2022/6/8, 74, 54, 59, 13, 3, 4
2022/6/9, 74, 40, 81, 9, , 5
2022/6/10, 65, 48, 100, 12, 3, 5
2022/6/11, 77, 22, 76, 4, 2, 4
2022/6/12, 56, 35, 67, 8, 3, 3
2022/6/13, 47, 38, 69, 9, 3, 3
2022/6/14, 43, 42, 127, 15, 3, 4
2022/6/15, 59, 36, 101, 13, 3, 4
2022/6/16, 67, 31, 103, 12, 3, 4
2022/6/17, 62, 34, 102, 6, 3, 4
2022/6/18, 62, 22, 52, 3, 3, 3
2022/6/19, 53, 10, 39, 2, 3, 3
2022/6/20, 28, 14, 48, 4, 3, 3
2022/6/21, 33, 35, 54, 9, 3, 4
2022/6/22, 51, 23, 90, 5, 2, 3
2022/6/23, 42, 46, 122, 17, 3, 3
2022/6/24, 64, 38, 60, 11, 2, 2
2022/6/25, 52, 31, 40, 6, 2, 3
2022/6/26, 56, 42, 63, 4, 2, 2
2022/6/27, 67, 49, 71, 6, 3, 2
2022/6/28, 59, 39, 80, 9, 3, 2
2022/6/29, 61, 57, 137, 20, 4, 5
2022/6/30, 68, 55, 113, 16, 2, 5
2022/1/3, 181, 126, 14, 20, 4, 19
2022/1/4, 225, 157, 14, 20, 3, 21
2022/1/5, 278, 169, 11, 20, 3, 21
2022/1/6, 304, 87, 7, 16, 3, 16
2022/1/7, 180, , 14, 9, 3, 16
2022/1/8, 176, 78, 10, 15, 2, 17
2022/1/9, 175, 90, 39, 9, 3, 13
2022/1/10, 177, 60, 29, 13, 3, 12
2022/1/11, 143, 62, 35, 8, 3, 10
2022/1/12, 108, 56, 26, 10, 4, 10
2022/1/13, 78, 74, 29, 13, 5, 12
2022/1/14, 152, 72, 34, 13, 4, 12
2022/1/15, 152, 88, 38, 18, 5, 15
2022/1/16, 173, 106, 37, 16, 4, 17
2022/1/17, 195, 108, 41, 14, 5, 17
2022/1/18, 194, 117, 33, 19, 6, 19
2022/1/19, 209, 153, 15, 16, 3, 20
2022/1/20, 250, 72, 8, 12, 2, 15
2022/1/21, 162, 80, 6, 14, 2, 7
2022/1/22, 176, 87, 9, 15, 2, 8
2022/1/23, 187, 89, 18, 13, 2, 9
2022/1/24, 189, 93, 15, 16, 2, 11
2022/1/25, 191, 96, 7, 16, 2, 13
2022/1/26, 191, 72, 21, 13, , 11
2022/1/27, 168, 71, 20, 10, 2, 11
2022/1/28, 167, 65, 23, 12, 2, 11
2022/1/29, 162, 73, 32, 8, 2, 8
2022/1/30, 166, 78, 34, 6, 3, 4
2022/1/31, 106, 107, 34, 6, 6, 6
2022/2/1, 163, 77, 38, 5, 4, 7
2022/2/2, 147, 87, 38, 8, 3, 9
2022/2/3, 167, 75, 38, 8, 4, 7
2022/2/4, 156, 57, 27, 9, 4, 7
2022/2/5, 116, 65, 20, 9, 3, 8
2022/2/6, 158, 71, 17, 9, 2, 9
2022/2/7, 170, 66, 31, 9, 2, 8
2022/2/8, 164, 66, 29, 15, 2, 8
2022/2/9, 159, 88, 29, 20, 2, 9
2022/2/10, 177, 97, 46, 18, 3, 10
2022/2/11, 187, 112, 34, 23, 3, 10
2022/2/12, 193, 108, 33, 20, 2, 10
2022/2/13, 194, 107, 27, 20, 4, 10
2022/2/14, 182, 117, 32, 22, 3, 11
2022/2/15, 199, 111, 5, 18, 2, 10
2022/2/16, 197, 94, 10, 17, 2, 9
2022/2/17, 169, 76, 17, 14, 2, 8
2022/2/18, 171, 39, 32, 6, 2, 2
2022/2/19, 74, 54, 16, 22, 2, 3
2022/2/20, 84, 69, 28, 21, 3, 5
2022/2/21, 132, 69, 22, 25, 4, 6
2022/2/22, 130, 93, 19, 27, 3, 8
2022/2/23, 161, 95, 29, 25, 3, 8
2022/2/24, 167, 81, 41, 22, 3, 7
2022/2/25, 155, 69, 37, 14, 3, 5
2022/2/26, 97, 101, 8, 30, 5, 6
2022/2/27, 135, 89, 38, 16, 4, 5
2022/2/28, 119, 156, 32, 13, 3, 4
2022/3/1, 127, 140, 34, 22, 4, 6
2022/3/2, 149, 117, 19, 33, 4, 9
2022/3/3, 154, 94, 38, 22, 4, 7
2022/3/4, 122, 111, 25, 29, 6, 5
2022/3/5, 131, 137, 33, 25, 7, 7
2022/3/6, 160, 116, 36, 16, 5, 3
2022/3/7, 119, 141, 27, 32, 5, 5
2022/3/8, 156, 130, 44, 29, 6, 7
2022/3/9, 164, 145, 52, 34, 6, 9
2022/3/10, 169, 151, 49, 38, 6, 9
2022/3/11, 170, 81, 47, 17, 4, 7
2022/3/12, 95, 90, 52, 23, 3, 7
2022/3/13, 134, 414, 34, 19, 3, 6
2022/3/14, 160, 521, 31, 25, 5, 7
2022/3/15, 191, 211, 22, 21, 5, 8
2022/3/16, 163, 72, 25, 9, 3, 9
2022/3/17, 122, 67, 26, 12, 3, 9
2022/3/18, 93, 102, 14, 16, 4, 10
2022/3/19, 129, 75, 20, 16, 4, 9
