date, pm25, pm10, o3, no2, so2, co
2024/12/17, 157, 74, , 28, 4, 8
2024/12/18, 143, 90, , 28, 4, 9
2024/12/19, 170, 102, , 28, 3, 10
2024/12/20, 190, 62, , 20, 3, 5
2024/12/21, 109, 64, , 22, 4, 6
2024/12/22, 130, 71, , 21, 4, 7
2024/12/23, 154, 83, , 19, 4, 6
2024/12/24, 149, 90, , 23, 4, 6
2024/12/25, 158, 84, , 26, 4, 8
2024/12/26, 153, 73, , 15, 3, 5
2024/12/27, 112, 68, , 28, 3, 5
2024/12/28, 113, 74, , 24, 4, 7
2024/12/29, 152, , , , , 
2024/7/1, 36, 30, , 6, 2, 3
2024/7/2, 61, 32, , 9, 2, 4
2024/7/3, 50, 38, , 7, 2, 5
2024/7/4, 68, 35, , 13, 2, 4
2024/7/5, 57, 34, , 6, 2, 3
2024/7/6, 67, 31, , 9, 2, 4
2024/7/7, 64, 10, , 3, 2, 5
2024/7/8, 31, 25, , 4, 2, 5
2024/7/9, 52, 33, , 5, 2, 6
2024/7/10, 67, 33, , 6, 2, 4
2024/7/11, 69, 39, , 9, 2, 4
2024/7/12, 72, 41, , 8, 2, 4
2024/7/13, 68, 33, , 8, 2, 3
2024/7/14, 55, 42, , 9, 2, 5
2024/7/15, 72, 39, , 7, 2, 7
2024/7/16, 71, 11, , 5, 2, 5
2024/7/17, 28, 27, , 5, 2, 4
2024/7/18, 53, 27, , 6, 2, 3
2024/7/19, 40, 29, , 6, 3, 3
2024/7/20, 64, 29, , 4, 3, 2
2024/7/21, 65, 32, , 6, , 2
2024/7/22, 55, 48, , 8, 2, 4
2024/7/23, 71, 66, , 5, 2, 3
2024/7/24, 95, 77, , 7, 3, 2
2024/7/25, 114, 62, , 9, 3, 2
2024/7/26, 102, 54, , 8, 2, 3
2024/7/27, 86, 48, , 9, 2, 3
2024/7/28, 78, 35, , 6, 2, 3
2024/7/29, 55, 18, , 2, 2, 3
2024/7/30, 55, 28, , 7, 2, 2
2024/7/31, 58, 44, , 9, 2, 3
2024/8/1, 79, 50, , 10, 2, 4
2024/8/2, 82, 38, , 7, 2, 3
2024/8/3, 65, 39, , 9, 2, 4
2024/8/4, 59, 41, , 9, 2, 4
2024/8/5, 63, 33, , 4, 2, 4
2024/8/6, 57, 40, , 6, 2, 4
2024/8/7, 67, 39, , 5, 2, 5
2024/8/8, 68, 58, , 4, 2, 4
2024/8/9, 77, 115, , 8, 2, 4
2024/8/10, 107, 55, , 12, 2, 4
2024/8/11, 67, 46, , 10, 2, 4
2024/8/12, 59, 48, , 12, 3, 6
2024/8/13, 62, 54, , 13, 2, 6
2024/8/14, 75, 37, , 12, 2, 6
2024/8/15, 66, 28, , 7, 2, 5
2024/8/16, 57, 34, , 10, 3, 5
2024/8/17, 67, 31, , 5, 2, 2
2024/8/18, 59, 42, , 8, 2, 2
2024/8/19, 61, 44, , 10, 3, 2
2024/8/20, 69, 35, , 6, 2, 2
2024/8/21, 52, 54, , 11, 2, 3
2024/8/22, 98, 63, , 11, 2, 5
2024/8/23, 107, 58, , 9, 3, 4
2024/8/24, 108, 45, , 6, 2, 3
2024/8/25, 76, 38, , 3, 3, 3
2024/8/26, 52, 28, , 5, 3, 4
2024/8/27, 47, 47, , 9, 3, 4
2024/8/28, 72, 51, , 8, 4, 4
2024/8/29, 74, 44, , 7, 3, 3
2024/8/30, 71, 48, , 6, 3, 3
2024/8/31, 84, 57, , 5, 3, 3
2024/9/1, 83, 58, , 6, 3, 3
2024/9/2, 87, 44, , 4, 4, 2
2024/9/3, 67, 50, , 15, 3, 2
2024/9/4, 62, 35, , 3, 3, 2
2024/9/5, 51, 52, , 9, 3, 3
2024/9/6, 84, 29, , 3, 3, 3
2024/9/7, 50, 29, , 3, , 2
2024/9/8, 57, 50, , 6, 3, 3
2024/9/9, 78, 43, , 2, 3, 3
2024/9/10, 61, 55, , 8, 3, 4
2024/9/11, 92, 47, , 6, 4, 4
2024/9/12, 74, 44, , 8, 4, 3
2024/9/13, 72, 36, , 8, 3, 3
2024/9/14, 56, 50, , 10, 3, 4
2024/9/15, 76, 51, , 8, 5, 4
2024/9/16, 76, 53, , 9, 3, 4
2024/9/17, 91, 53, , 8, 3, 4
2024/9/18, 84, 45, , 7, 3, 4
2024/9/19, 74, 33, , 6, 3, 3
2024/9/20, 53, 26, , 7, 3, 4
2024/9/21, 38, 54, , 11, 3, 4
2024/9/22, 81, 66, , 14, 3, 5
2024/9/23, 117, 87, , 21, 3, 6
2024/9/24, 156, 74, , 17, 3, 5
2024/9/25, 128, 95, , 13, 4, 7
2024/9/26, 163, 81, , 10, 4, 4
2024/9/27, 134, 58, , 5, 3, 2
2024/9/28, 117, 28, , 4, , 2
2024/9/29, 77, 30, , 4, 3, 1
2024/9/30, 20, 43, , 7, 3, 1
2024/4/1, 141, 80, , 14, 1, 5
2024/4/2, 108, 68, , 10, 1, 5
2024/4/3, 80, 74, , 10, 1, 8
2024/4/4, 147, 77, , 15, 1, 5
2024/4/5, 131, 79, , 14, 1, 5
2024/4/6, 121, 74, , 16, 1, 4
2024/4/7, 105, 73, , 17, 2, 4
2024/4/8, 99, 63, , 16, 1, 3
2024/4/9, 83, 45, , 8, 1, 3
2024/4/10, 61, 51, , 15, 1, 3
2024/4/11, 75, 62, , 18, 1, 3
2024/4/12, 85, 59, , 16, 1, 3
2024/4/13, 88, 41, , 7, 1, 2
2024/4/14, 67, 71, , 12, 2, 3
2024/4/15, 101, 89, , 16, 2, 4
2024/4/16, 94, 67, , 12, 1, 4
2024/4/17, 94, 66, , 14, 1, 4
2024/4/18, 89, 280, , 6, 1, 2
2024/4/19, 151, 161, , 17, 1, 3
2024/4/20, 164, 112, , 16, 1, 3
2024/4/21, 136, 78, , 14, 1, 3
2024/4/22, 109, 376, , 8, 1, 2
2024/4/23, 156, 151, , 23, 1, 4
2024/4/24, 158, 82, , 18, 1, 4
2024/4/25, 111, 60, , 17, 1, 3
2024/4/26, 86, 72, , 14, 1, 3
2024/4/27, 97, 63, , 12, 1, 3
2024/4/28, 102, 47, , 4, 1, 1
2024/4/29, 65, 20, , 4, , 2
2024/4/30, 41, 36, , 8, , 3
2024/5/1, 63, 55, , 12, 1, 3
2024/5/2, 90, 33, , 7, 1, 3
2024/5/3, 66, 31, , 4, 1, 4
2024/5/4, 61, 30, , 6, 1, 3
2024/5/5, 51, 49, , 10, 1, 3
2024/5/6, 72, 57, , 12, 1, 4
2024/5/7, 86, 64, , 15, 2, 4
2024/5/8, 102, 37, , 7, 1, 4
2024/5/9, 63, 43, , 10, 1, 3
2024/5/10, 60, 71, , 6, 1, 1
2024/5/11, 78, 54, , 12, 1, 2
2024/5/12, 57, 70, , 16, 2, 3
2024/5/13, 94, 63, , 16, 2, 3
2024/5/14, 87, 76, , 11, 2, 3
2024/5/15, 81, 63, , 10, 2, 3
2024/5/16, 80, 58, , 14, 1, 3
2024/5/17, 81, 64, , 15, 2, 2
2024/5/18, 88, 43, , 6, 1, 3
2024/5/19, 59, 42, , 7, 1, 2
2024/5/20, 62, 49, , 6, 1, 3
2024/5/21, 74, 53, , 8, 2, 3
2024/5/22, 75, 45, , 8, 2, 4
2024/5/23, 72, 45, , 8, 2, 3
2024/5/24, 81, 38, , 5, 1, 3
2024/5/25, 65, 25, , 3, 1, 3
2024/5/26, 60, 57, , 7, 1, 4
2024/5/27, 86, 55, , 8, 1, 4
2024/5/28, 85, 27, , 5, , 3
2024/5/29, 57, 50, , 4, 1, 3
2024/5/30, 55, 71, , 13, 1, 3
2024/5/31, 95, 71, , 15, 1, 3
2024/6/1, 102, 39, , 7, 2, 3
2024/6/2, 78, 55, , 6, 1, 4
2024/6/3, 84, 27, , 5, 1, 2
2024/6/4, 45, 26, , 5, 1, 3
2024/6/5, 46, 49, , 9, 2, 5
2024/6/6, 80, 40, , 4, 1, 3
2024/6/7, 69, 35, , 9, 1, 2
2024/6/8, 61, 32, , 10, 1, 2
2024/6/9, 54, 40, , 10, 1, 3
2024/6/10, 69, 34, , 10, 1, 3
2024/6/11, 64, 47, , 13, 1, 3
2024/6/12, 63, 51, , 13, 1, 3
2024/6/13, 69, 40, , 8, 2, 3
2024/6/14, 61, 57, , 10, 2, 3
2024/6/15, 79, 30, , 7, 2, 2
2024/6/16, 57, 34, , 5, 2, 3
2024/6/17, 64, 30, , 6, 2, 3
2024/6/18, 55, 32, , 4, 2, 3
2024/6/19, 57, 31, , 4, 2, 4
2024/6/20, 66, 16, , 2, 2, 2
2024/6/21, 44, 36, , 7, 2, 2
2024/6/22, 49, 38, , 7, 2, 2
2024/6/23, 61, 53, , 5, 3, 2
2024/6/24, 55, 67, , 7, 2, 3
2024/6/25, 83, 50, , 2, 2, 3
2024/6/26, 76, 36, , 5, 2, 3
2024/6/27, 64, 62, , 5, 2, 4
2024/6/28, 83, 51, , 5, 2, 2
2024/6/29, 75, 56, , 9, 2, 3
2024/6/30, 76, 19, , 2, 2, 3
2024/1/1, 171, 83, , 16, 2, 8
2024/1/2, 137, 70, , 23, 2, 7
2024/1/3, 117, 75, , 24, 2, 8
2024/1/4, 145, 86, , 26, 3, 8
2024/1/5, 160, 79, , 26, 2, 7
2024/1/6, 132, 86, , 26, 2, 8
2024/1/7, 150, 105, , 30, 2, 10
2024/1/8, 173, 88, , 25, 1, 7
2024/1/9, 137, 89, , 25, 2, 8
2024/1/10, 147, 92, , 28, 2, 9
2024/1/11, 161, 127, , 42, 3, 12
2024/1/12, 201, 143, , 30, 3, 11
2024/1/13, 235, 107, , 23, 3, 8
2024/1/14, 164, 86, , 18, 3, 8
2024/1/15, 171, 67, , 15, 1, 8
2024/1/16, 163, 60, , 13, 1, 8
2024/1/17, 159, 82, , 16, 1, 11
2024/1/18, 173, 75, , 15, 1, 11
2024/1/19, 166, 72, , 15, 2, 9
2024/1/20, 163, 47, , 7, 2, 3
2024/1/21, 89, 19, , 6, 2, 1
2024/1/22, 39, 38, , 16, 2, 3
2024/1/23, 79, 46, , 19, 2, 4
2024/1/24, 104, 56, , 20, 3, 5
2024/1/25, 117, 72, , 23, 4, 6
2024/1/26, 151, 79, , 26, 3, 7
2024/1/27, 155, 89, , 28, 4, 7
2024/1/28, 165, 110, , 32, 4, 9
2024/1/29, 187, 116, , 29, 4, 10
2024/1/30, 196, 140, , 28, 3, 13
2024/1/31, 242, 113, , 22, 2, 12
2024/2/1, 215, 64, , 13, 2, 6
2024/2/2, 157, 71, , 12, 2, 7
2024/2/3, 170, 74, , 14, 2, 7
2024/2/4, 172, 72, , 13, 2, 8
2024/2/5, 168, 71, , 9, 2, 9
2024/2/6, 168, 74, , 10, 2, 9
2024/2/7, 168, 86, , 7, 2, 8
2024/2/8, 182, 86, , 9, 4, 7
2024/2/9, 162, 204, , 9, 8, 6
2024/2/10, 249, 102, , 8, 4, 5
2024/2/11, 160, 95, , 8, 4, 6
2024/2/12, 168, 85, , 7, 4, 7
2024/2/13, 166, 85, , 4, 2, 4
2024/2/14, 107, 49, , 4, 2, 3
2024/2/15, 78, 71, , 10, 2, 5
2024/2/16, 139, 79, , 12, 3, 6
2024/2/17, 161, 617, , 7, 2, 4
2024/2/18, 267, 708, , 5, 2, 2
2024/2/19, 217, 96, , 7, 2, 4
2024/2/20, 111, 24, , 5, 1, 6
2024/2/21, 93, 63, , 9, 2, 7
2024/2/22, 158, 58, , 9, 2, 4
2024/2/23, 145, 68, , 7, 2, 5
2024/2/24, 161, 78, , 13, 2, 6
2024/2/25, 167, 89, , 16, 3, 7
2024/2/26, 177, 83, , 13, 3, 6
2024/2/27, 169, 105, , 17, 3, 8
2024/2/28, 190, 76, , 10, 2, 6
2024/2/29, 167, 55, , 9, 2, 3
2024/3/1, 121, 47, , 11, 2, 3
2024/3/2, 97, 74, , 21, 4, 5
2024/3/3, 145, 94, , 26, 3, 7
2024/3/4, 170, 87, , 18, 3, 7
2024/3/5, 167, 78, , 16, 3, 5
2024/3/6, 125, 99, , 15, 2, 3
2024/3/7, 107, 83, , 21, 3, 4
2024/3/8, 95, 94, , 27, 3, 5
2024/3/9, 152, 75, , 20, 3, 5
2024/3/10, 141, 60, , 15, 2, 3
2024/3/11, 84, 70, , 19, 3, 4
2024/3/12, 97, 66, , 19, 2, 5
2024/3/13, 120, 81, , 25, 3, 6
2024/3/14, 136, 61, , 9, 2, 4
2024/3/15, 94, 405, , 14, 3, 4
2024/3/16, 173, 176, , 10, 2, 4
2024/3/17, 169, 75, , 8, 2, 3
2024/3/18, 103, 133, , 12, 1, 3
2024/3/19, 108, 111, , 25, 1, 3
2024/3/20, 143, 105, , 29, 1, 5
2024/3/21, 155, 118, , 23, 2, 4
2024/3/22, 141, 107, , 17, 2, 5
2024/3/23, 150, 33, , 6, 1, 4
2024/3/24, 77, 35, , 8, 1, 3
2024/3/25, 54, 70, , 20, , 3
2024/3/26, 108, 111, , 16, 1, 4
2024/3/27, 121, 74, , 16, , 2
2024/3/28, 68, 57, , 21, 1, 3
2024/3/29, 73, 77, , 24, 2, 5
2024/3/30, 108, 91, , 24, 2, 6
2024/3/31, 131, 90, , 29, 1, 7
2023/10/1, 101, 25, 25, 5, , 4
2023/10/2, 61, 17, 33, 5, 2, 6
2023/10/3, 40, 12, 21, 7, , 6
2023/10/4, 42, 21, 26, 7, 2, 5
2023/10/5, 49, 18, 24, 4, 2, 3
2023/10/6, 49, 26, 42, 8, 2, 4
2023/10/7, 57, 32, 21, 12, 2, 4
2023/10/8, 65, 52, 40, 16, 3, 6
2023/10/9, 95, 66, 34, 20, 3, 7
2023/10/10, 116, 74, 17, 18, 3, 7
2023/10/11, 126, 60, 36, 9, 2, 9
2023/10/12, 122, 31, 39, 9, 2, 5
2023/10/13, 52, 31, 41, 14, 2, 2
2023/10/14, 56, 36, 36, 17, 3, 2
2023/10/15, 59, 56, 38, 24, 3, 4
2023/10/16, 107, 68, 22, 22, 3, 6
2023/10/17, 124, 31, 30, 10, 3, 3
2023/10/18, 55, 20, 33, 7, 2, 2
2023/10/19, 32, 38, 33, 13, 3, 3
2023/10/20, 58, 46, 24, 16, 2, 3
2023/10/21, 75, 56, 32, 19, 3, 5
2023/10/22, 92, 59, 34, 21, 3, 5
2023/10/23, 86, 57, 32, 21, 3, 6
2023/10/24, 98, 48, 26, 18, 3, 5
2023/10/25, 76, 50, 31, 21, 4, 5
2023/10/26, 81, 68, 28, 25, 3, 6
2023/10/27, 111, 71, 46, 23, 3, 4
2023/10/28, 111, 59, 38, 21, 3, 3
2023/10/29, 79, 62, 28, 25, 3, 4
2023/10/30, 89, 56, 9, 24, 3, 4
2023/10/31, 89, 49, 26, 25, 3, 5
2023/11/1, 82, 56, 40, 18, 3, 4
2023/11/2, 75, 45, 25, 15, 3, 3
2023/11/3, 62, 47, 7, 17, 3, 3
2023/11/4, 87, 57, 27, 12, 3, 1
2023/11/5, 66, 44, 19, 16, 3, 2
2023/11/6, 39, 71, 14, 25, 4, 4
2023/11/7, 131, 77, 21, 27, 3, 5
2023/11/8, 146, 80, 7, 28, 3, 7
2023/11/9, 140, , , , , 
2023/11/13, 158, 90, , 25, 1, 6
2023/11/14, 169, 200, , 15, 1, 3
2023/11/15, 126, 93, , 16, 1, 3
2023/11/16, 102, 65, , 18, 2, 4
2023/11/17, 102, 68, , 24, 3, 4
2023/11/18, 121, 72, , 26, 2, 5
2023/11/19, 126, 115, , 34, 3, 9
2023/11/20, 182, 114, , 31, 3, 9
2023/11/21, 181, 101, , 16, 2, 4
2023/11/22, 99, 80, , 16, 1, 3
2023/11/23, 83, 69, , 20, 3, 4
2023/11/24, 102, 71, , 19, 2, 2
2023/11/25, 119, 90, , 27, 3, 5
2023/11/26, 157, 78, , 23, 2, 4
2023/11/27, 121, 77, , 23, 3, 4
2023/11/28, 96, 70, , 19, 3, 3
2023/11/29, 95, 54, , 18, 3, 3
2023/11/30, 80, 70, , 27, 2, 6
2023/12/1, 127, 85, , 27, 3, 7
2023/12/2, 163, 105, , 35, 3, 8
2023/12/3, 183, 89, , 28, 2, 8
2023/12/4, 160, 83, , 19, 2, 6
2023/12/5, 117, 150, , 15, 2, 3
2023/12/6, 137, 69, , 20, 2, 4
2023/12/7, 94, 66, , 25, 2, 6
2023/12/8, 108, 108, , 37, 3, 8
2023/12/9, 171, 94, , 23, 2, 8
2023/12/10, 156, 41, , 16, 1, 8
2023/12/11, 98, 67, , 16, 1, 9
2023/12/12, 153, 52, , 14, 1, 8
2023/12/13, 116, 41, , 12, 1, 6
2023/12/14, 76, 65, , 5, 1, 2
2023/12/15, 57, 64, , 11, 1, 1
2023/12/16, 60, 55, , 15, 2, 4
2023/12/17, 91, 73, , 16, 2, 5
2023/12/18, 144, 95, , 24, 2, 8
2023/12/19, 165, 82, , 22, 2, 6
2023/12/20, 105, 55, , 15, 1, 3
2023/12/21, 80, 68, , 20, 2, 6
2023/12/22, 123, 101, , 29, 2, 9
2023/12/23, 175, 129, , 37, 2, 13
2023/12/24, 198, 123, , 32, 2, 12
2023/12/25, 197, 105, , 29, 2, 10
2023/12/26, 182, 129, , 28, 3, 14
2023/12/27, 207, 141, , 25, 2, 14
2023/12/28, 231, 141, , 25, 3, 14
2023/12/29, 229, 109, , 21, 2, 11
2023/12/30, 179, 100, , 21, 2, 9
2023/12/31, 173, 100, , 21, 3, 9
2023/7/1, 74, 40, 41, 9, 2, 5
2023/7/2, 82, 24, 41, 3, 1, 4
2023/7/3, 41, 33, 67, 7, 2, 3
2023/7/4, 47, 61, 138, 15, 2, 5
2023/7/5, 79, 53, 63, 12, 1, 4
2023/7/6, 71, 43, 79, 13, 1, 3
2023/7/7, 60, 53, 118, 14, 2, 3
2023/7/8, 73, 57, 130, 15, 1, 4
2023/7/9, 81, 54, 124, 13, 1, 3
2023/7/10, 77, 43, 103, 10, 1, 4
2023/7/11, 69, 50, 84, 10, 1, 4
2023/7/12, 74, 13, 37, 2, 1, 2
2023/7/13, 16, 46, 45, 6, 1, 1
2023/7/14, 59, 38, 61, 8, 1, 1
2023/7/15, 58, 36, 109, 10, 2, 2
2023/7/16, 60, 48, 100, 13, 2, 2
2023/7/17, 71, 44, 98, 9, 1, 2
2023/7/18, 75, 48, 100, 12, 1, 2
2023/7/19, 77, 53, 114, 11, 1, 2
2023/7/20, 81, 45, 60, 5, 1, 1
2023/7/21, 69, 51, 95, 11, 1, 4
2023/7/22, 69, 59, 147, 13, 1, 5
2023/7/23, 80, 43, 80, 7, 1, 4
2023/7/24, 60, 45, 92, 11, 2, 4
2023/7/25, 64, 28, 58, 5, 1, 3
2023/7/26, 48, 41, 35, 9, , 5
2023/7/27, 68, 12, 30, 4, 1, 3
2023/7/28, 30, 18, 34, 3, 2, 3
2023/7/29, 37, 27, 47, 6, 2, 3
2023/7/30, 55, 31, 75, 9, 2, 2
2023/7/31, 54, 39, 97, 11, 1, 2
2023/8/1, 58, 40, 87, 11, 1, 2
2023/8/2, 56, 30, 80, 9, 1, 1
2023/8/3, 53, 36, 66, 12, 1, 4
2023/8/4, 38, 38, 74, 10, 1, 5
2023/8/5, 40, 31, 41, 9, 2, 7
2023/8/6, 45, 29, 32, 5, 2, 7
2023/8/7, 56, 47, 44, 6, 2, 7
2023/8/8, 89, 58, 94, 8, , 8
2023/8/9, 108, 56, 84, 8, 2, 7
2023/8/10, 105, 43, 49, 7, 2, 6
2023/8/11, 84, 21, 62, 5, 2, 4
2023/8/12, 37, 40, 102, 10, 2, 4
2023/8/13, 62, 44, 87, 11, 2, 4
2023/8/14, 68, 46, 95, 12, 2, 3
2023/8/15, 70, 58, 143, 13, 2, 3
2023/8/16, 90, 130, 53, 7, 3, 1
2023/8/17, 126, 61, 48, 8, 3, 3
2023/8/18, 83, 60, 84, 12, 2, 4
2023/8/19, 76, 27, 34, 4, 2, 4
2023/8/20, 57, 28, 64, 5, 2, 4
2023/8/21, 52, 50, 78, 11, 2, 4
2023/8/22, 67, 33, 44, 9, 2, 3
2023/8/23, 57, 46, 83, 13, 2, 4
2023/8/24, 74, 57, 31, 17, 2, 4
2023/8/25, 99, 19, 37, 3, 2, 2
2023/8/26, 37, 12, 35, 3, , 3
2023/8/27, 32, 29, 59, 8, 3, 5
2023/8/28, 59, 30, 93, 8, 3, 4
2023/8/29, 54, 35, 93, 11, 3, 4
2023/8/30, 60, 44, 98, 14, 3, 4
2023/8/31, 73, 53, 69, 18, 3, 3
2023/9/1, 78, 53, 99, 13, 3, 4
2023/9/2, 83, 55, 114, 13, 3, 3
2023/9/3, 87, 57, 94, 14, 3, 2
2023/9/4, 86, 39, 58, 9, 3, 1
2023/9/5, 58, 39, 51, 7, 3, 1
2023/9/6, 65, 48, 115, 12, 3, 4
2023/9/7, 99, 90, 91, 9, 4, 4
2023/9/8, 146, 56, 36, 13, 3, 4
2023/9/9, 110, 35, 73, 9, 3, 4
2023/9/10, 63, 31, 40, 10, 3, 3
2023/9/11, 57, 21, 33, 6, 3, 1
2023/9/12, 44, 47, 67, 11, 3, 3
2023/9/13, 107, 39, 66, 11, 3, 3
2023/9/14, 76, 39, 77, 12, 3, 2
2023/9/15, 75, 50, 82, 13, 3, 4
2023/9/16, 95, 67, 56, 14, 3, 6
2023/9/17, 114, 47, 31, 8, 3, 6
2023/9/18, 68, 36, 33, 7, 3, 7
2023/9/19, 50, 41, 28, 6, 3, 9
2023/9/20, 66, 33, 53, 7, 3, 8
2023/9/21, 72, 36, 25, 14, 3, 6
2023/9/22, 75, 23, 35, 7, 3, 3
2023/9/23, 43, 18, 26, 7, 3, 4
2023/9/24, 51, 15, 27, 9, 3, 4
2023/9/25, 44, 10, 30, 6, 3, 4
2023/9/26, 26, 13, 36, 7, 3, 5
2023/9/27, 35, 13, 27, 8, 3, 5
2023/9/28, 40, 19, 36, 6, 3, 5
2023/9/29, 50, 31, 46, 7, 4, 6
2023/9/30, 57, 51, 14, 13, 3, 8
2023/4/1, 134, 65, 47, 5, 3, 2
2023/4/2, 81, 12, 27, 4, 2, 2
2023/4/3, 15, 21, 27, 8, 2, 2
2023/4/4, 47, 67, 30, 9, 2, 1
2023/4/5, 90, 174, 45, 8, , 1
2023/4/6, 161, 118, 36, 20, 4, 2
2023/4/7, 142, 106, 34, 25, 4, 3
2023/4/8, 149, 81, 54, 22, 3, 4
2023/4/9, 104, 92, 56, 26, 3, 3
2023/4/10, 116, 459, 32, 15, 3, 2
2023/4/11, 179, 292, 37, 25, 5, 4
2023/4/12, 186, 178, 20, 25, 3, 6
2023/4/13, 170, 67, 41, 12, 2, 2
2023/4/14, 88, 64, 43, 18, 2, 1
2023/4/15, 72, 77, 57, 23, 3, 3
2023/4/16, 102, 97, 63, 24, 3, 4
2023/4/17, 129, 97, 93, 22, 4, 6
2023/4/18, 131, 100, 117, 25, 3, 6
2023/4/19, 148, 812, 30, 10, 2, 2
2023/4/20, 321, 91, 23, 9, 2, 1
2023/4/21, 95, 14, 23, 9, 2, 3
2023/4/22, 32, 18, 24, 9, 2, 3
2023/4/23, 43, 30, 19, 11, 2, 6
2023/4/24, 55, 49, 43, 10, 2, 4
2023/4/25, 54, 78, 54, 23, 3, 6
2023/4/26, 120, 81, 59, 18, 2, 6
2023/4/27, 101, 242, 39, 9, 2, 2
2023/4/28, 107, 102, 41, 17, 2, 3
2023/4/29, 130, 69, 61, 17, 3, 4
2023/4/30, 106, 64, 53, 18, 3, 4
2023/5/1, 97, 58, 65, 12, 3, 4
2023/5/2, 90, 59, 37, 11, 2, 6
2023/5/3, 108, 52, 30, 8, 2, 6
2023/5/4, 86, 67, 33, 8, 2, 3
2023/5/5, 106, 25, 27, 7, 2, 3
2023/5/6, 70, 35, 26, 10, 2, 5
2023/5/7, 73, 42, 43, 8, 2, 4
2023/5/8, 55, 44, 39, 10, 2, 4
2023/5/9, 79, 49, 37, 9, , 5
2023/5/10, 87, 43, 58, 10, 3, 4
2023/5/11, 54, 54, 55, 13, 3, 2
2023/5/12, 72, 52, 75, 14, 3, 2
2023/5/13, 71, 44, 77, 14, 3, 2
2023/5/14, 73, 44, 106, 14, 3, 2
2023/5/15, 74, 41, 69, 9, 3, 1
2023/5/16, 68, 61, 53, 8, 3, 1
2023/5/17, 80, 43, 57, 6, 3, 1
2023/5/18, 70, 43, 76, 9, 3, 3
2023/5/19, 80, 57, 78, 10, 3, 3
2023/5/20, 93, 36, 35, 5, 3, 1
2023/5/21, 52, 30, 48, 7, 3, 2
2023/5/22, 39, 34, 26, 13, 3, 1
2023/5/23, 50, 34, 61, 13, 3, 2
2023/5/24, 59, 45, 20, 19, 3, 3
2023/5/25, 79, 42, 23, 16, 3, 3
2023/5/26, 71, 28, 23, 7, 3, 3
2023/5/27, 45, 17, 17, 11, 3, 5
2023/5/28, 40, 21, 23, 11, 4, 7
2023/5/29, 41, 29, 84, 11, 4, 7
2023/5/30, 46, 35, 32, 12, 4, 5
2023/5/31, 69, 27, 50, 8, 4, 2
2023/6/1, 42, 22, 31, 11, 2, 2
2023/6/2, 46, 17, 34, 8, 1, 3
2023/6/3, 33, 14, 32, 6, 1, 
2023/6/4, 35, 22, 40, 9, 2, 2
2023/6/5, 43, 39, 95, 15, 2, 3
2023/6/6, 65, 43, 70, 12, 2, 2
2023/6/7, 68, 48, 81, 13, 2, 2
2023/6/8, 69, 48, 90, 14, 2, 2
2023/6/9, 64, 49, 98, 17, 2, 3
2023/6/10, 66, 67, 131, 14, 3, 4
2023/6/11, 90, 55, 60, 13, 2, 4
2023/6/12, 90, 43, 94, 11, 2, 2
2023/6/13, 59, 40, 102, 11, 2, 2
2023/6/14, 56, 35, 68, 9, 2, 3
2023/6/15, 56, 30, 130, 5, 2, 2
2023/6/16, 52, 20, 39, 6, 1, 3
2023/6/17, 43, 17, 49, 4, , 2
2023/6/18, 36, 61, 49, 9, 2, 2
2023/6/19, 93, 51, 53, 14, 2, 1
2023/6/20, 73, 51, 114, 15, 2, 1
2023/6/21, 74, 41, 98, 10, 2, 1
2023/6/22, 64, 33, 75, 6, 2, 1
2023/6/23, 58, 34, 87, 6, 2, 1
2023/6/24, 56, 34, 85, 9, 2, 3
2023/6/25, 59, 51, 113, 15, 2, 5
2023/6/26, 86, 44, 66, 12, 2, 5
2023/6/27, 75, 28, 34, 5, 2, 5
2023/6/28, 54, 40, 97, 7, 2, 4
2023/6/29, 67, 41, 107, 9, 2, 4
2023/6/30, 70, 50, 61, 12, 2, 4
2023/1/2, 250, 150, 27, 28, 3, 15
2023/1/3, 278, 160, 12, 36, 3, 17
2023/1/4, 293, 193, 33, 31, 3, 18
2023/1/5, 341, 126, 24, 18, 3, 7
2023/1/6, 145, 96, 22, 27, 5, 8
2023/1/7, 156, 113, 22, 35, 5, 10
2023/1/8, 190, 138, 12, 40, 4, 12
2023/1/9, 227, 156, 11, 40, 4, 14
2023/1/10, 241, 142, 11, 36, 4, 13
2023/1/11, 222, 159, 13, 40, 4, 15
2023/1/12, 269, 366, 23, 14, 2, 7
2023/1/13, 210, 81, 25, 4, 1, 3
2023/1/14, 78, 60, 28, 6, 2, 3
2023/1/15, 73, 66, 28, 14, 2, 4
2023/1/16, 105, 118, 30, 13, 2, 4
2023/1/17, 139, 96, 30, 18, 4, 8
2023/1/18, 148, 83, 34, 14, 3, 7
2023/1/19, 135, 116, 19, 17, 4, 10
2023/1/20, 163, 181, 32, 12, 7, 13
2023/1/21, 215, 238, 37, 14, 13, 13
2023/1/22, 326, 127, 34, 7, 3, 9
2023/1/23, 173, 103, 31, 3, 1, 5
2023/1/24, 75, 69, 29, 5, 3, 7
2023/1/25, 107, 97, 32, 7, 5, 6
2023/1/26, 144, 75, 35, 4, 3, 3
2023/1/27, 88, 75, 38, 9, 5, 7
2023/1/28, 131, 67, 36, 15, 5, 7
2023/1/29, 132, 83, 37, 23, 5, 9
2023/1/30, 163, 101, 37, 28, 6, 10
