date, pm25, pm10, o3, no2, so2, co
2021/10/12, 28, 5, 19, 10, , 
2021/10/13, 17, 9, 27, 12, 2, 
2021/10/14, 28, 12, 28, 21, 1, 
2021/10/15, 42, 12, 20, 18, 1, 
2021/10/16, 38, 8, 26, 5, , 
2021/10/17, 16, 7, 29, 6, , 
2021/10/18, 30, 9, 18, 14, 1, 
2021/10/19, 37, 9, 29, 10, , 
2021/10/20, 26, 6, 29, 8, 1, 
2021/10/21, 30, 9, 22, 14, 1, 
2021/10/22, 32, 9, 31, 8, , 
2021/10/23, 30, 6, 34, 8, 1, 
2021/10/24, 36, 16, 18, 19, 1, 
2021/10/25, 63, 6, 29, 9, , 
2021/10/26, 30, 21, 20, 20, 1, 
2021/10/27, 50, 14, 37, 12, 1, 
2021/10/28, 50, 11, 29, 9, 1, 
2021/10/29, 38, 9, 31, 15, 1, 4
2021/10/30, 44, 22, 25, 14, 1, 4
2021/10/31, 66, 21, 27, 13, 1, 3
2021/11/1, 61, 22, 30, 12, 1, 3
2021/11/2, 63, 14, 40, 10, 1, 3
2021/11/3, 45, 11, 31, 13, 1, 3
2021/11/4, 50, 14, 34, 16, 1, 3
2021/11/5, 53, 8, 34, 9, 1, 2
2021/11/6, 34, 10, 32, 6, 1, 2
2021/11/7, 37, 8, 25, 11, 1, 2
2021/11/8, 36, 9, 14, 20, 1, 3
2021/11/9, 29, 6, 30, 10, 1, 2
2021/11/10, 22, 8, 30, 13, 1, 3
2021/11/11, 32, 6, 28, 16, 1, 3
2021/11/12, 40, 9, 28, 18, 2, 5
2021/11/13, 39, 12, 29, 16, 1, 4
2021/11/14, 54, 12, 23, 26, 2, 4
2021/11/15, 54, 14, 27, 17, 1, 3
2021/11/16, 59, 10, 27, 13, 1, 3
2021/11/17, 48, 18, 18, 23, 1, 4
2021/11/18, 60, 25, 12, 34, 2, 5
2021/11/19, 82, 20, 37, 18, 1, 4
2021/11/20, 68, 18, 27, 10, 1, 3
2021/11/21, 59, 22, 24, 20, 1, 4
2021/11/22, 50, 5, 26, 14, 1, 3
2021/11/23, 24, 7, 23, 12, 1, 2
2021/11/24, 28, 10, 28, 21, 1, 4
2021/11/25, 46, 13, 24, 23, 2, 10
2021/11/26, 54, 5, 26, 9, 1, 10
2021/11/27, 18, 3, 30, 6, 1, 2
2021/11/28, 14, 11, 15, 22, 1, 3
2021/11/29, 45, 15, 9, 33, 2, 9
2021/11/30, 60, 8, 24, 13, 1, 2
2021/12/1, 20, 10, 22, 13, 1, 3
2021/12/2, 27, 15, 13, 29, 1, 4
2021/12/3, 58, 11, 25, 26, 1, 9
2021/12/4, 53, 6, 27, 6, 1, 3
2021/12/5, 19, 11, 18, 16, 1, 2
2021/12/6, 50, 10, 20, 15, 1, 2
2021/12/7, 42, 4, 25, 8, 1, 2
2021/12/8, 10, 8, 21, 10, 1, 2
2021/12/9, 34, 9, 19, 15, 1, 3
2021/12/10, 42, 17, 18, 27, 2, 9
2021/12/11, 69, 20, 17, 27, 1, 5
2021/12/12, 76, 8, 25, 9, , 2
2021/12/13, 23, 10, 23, 22, 1, 5
2021/12/14, 42, 24, 10, 38, 1, 7
2021/12/15, 81, 19, 16, 36, 1, 10
2021/12/16, 74, 22, 4, 32, 1, 5
2021/12/17, 76, 2, , 7, , 2
2021/12/18, 12, 10, , 21, 1, 4
2021/12/19, 43, 13, 6, 32, 2, 4
2021/12/20, 53, 22, 7, 43, 2, 9
2021/12/21, 75, 8, 29, 17, 1, 4
2021/12/22, 31, 11, 30, 11, 2, 2
2021/12/23, 35, 21, 12, 32, 1, 4
2021/12/24, 71, 19, 25, 18, 1, 3
2021/12/25, 55, 3, 27, 3, 1, 2
2021/12/26, 10, 6, 20, 15, 1, 2
2021/12/27, 22, 6, 25, 13, 1, 2
2021/12/28, 28, 11, 19, 19, 1, 4
2021/12/29, 47, 11, 28, 16, 1, 3
2021/12/30, 42, 4, 28, 4, 1, 2
2021/12/31, 11, 3, 32, 2, , 
2022/1/1, 9, 7, 26, 10, 1, 3
2022/1/2, 26, 7, 28, 12, 2, 3
2021/7/1, 21, 10, 22, 17, , 3
2021/7/2, 17, 8, 29, 9, , 2
2021/7/3, 20, 5, 20, 4, , 2
2021/7/4, 11, 10, 22, 18, 1, 3
2021/7/5, 22, 41, 26, 47, 2, 6
2021/7/6, 74, 42, 45, 16, 1, 4
2021/7/7, 77, 10, 20, 12, 1, 3
2021/7/8, 29, 18, 16, 16, 1, 3
2021/7/9, 29, 25, 47, 15, 1, 3
2021/7/10, 47, 20, 56, 9, 2, 2
2021/7/11, 39, 16, 48, 16, 1, 3
2021/7/12, 45, 15, 38, 10, 1, 2
2021/7/13, 46, 13, 38, 9, 1, 2
2021/7/14, 41, 14, 36, 11, 1, 2
2021/7/15, 42, 10, 21, 11, 1, 2
2021/7/16, 29, 11, 35, 11, 1, 2
2021/7/17, 38, 11, 25, 8, 1, 2
2021/7/18, 30, 16, 53, 12, 1, 2
2021/7/19, 39, 13, 37, 14, 1, 2
2021/7/20, 38, 9, 31, 13, 1, 2
2021/7/21, 31, 9, 27, 10, 1, 2
2021/7/22, 30, 9, 32, 10, 1, 2
2021/7/23, 28, 9, 36, 8, 1, 2
2021/7/24, 29, 9, 31, 4, 1, 2
2021/7/25, 34, 15, 31, 6, 1, 1
2021/7/26, 52, 7, 25, 5, , 1
2021/7/27, 24, 18, 28, 15, 1, 3
2021/7/28, 47, 13, 22, 13, 1, 2
2021/7/29, 39, 12, 18, 15, 1, 2
2021/7/30, 32, 8, 29, 6, 1, 2
2021/7/31, 26, 16, 46, 12, 1, 3
2021/8/1, 42, 12, 26, 11, 1, 2
2021/8/2, 33, 15, 13, 10, 1, 2
2021/8/3, 34, 12, 44, 13, 1, 2
2021/8/4, 32, 10, 40, 12, 2, 2
2021/8/5, 32, 9, 30, 9, 1, 2
2021/8/6, 29, 8, 11, 5, 1, 1
2021/8/7, 21, 7, 11, 4, , 2
2021/8/8, 10, 28, 24, 6, , 1
2021/8/9, 53, 10, 32, 9, 1, 2
2021/8/10, 26, 9, 51, 12, 1, 2
2021/8/11, 24, 13, 30, 10, 1, 3
2021/8/12, 34, 6, 41, 6, 1, 2
2021/8/13, 16, 8, 16, 6, , 1
2021/8/14, 11, 5, 19, 3, , 1
2021/8/15, 7, 8, 15, 10, 1, 2
2021/8/16, 14, 11, 14, 14, 1, 2
2021/8/17, 21, 11, 9, 7, , 1
2021/8/18, 20, 6, 13, 7, 1, 1
2021/8/19, 18, 9, 15, 10, 1, 2
2021/8/20, 23, 7, 16, 8, 1, 2
2021/8/21, 19, 7, 16, 5, 1, 1
2021/8/22, 20, 13, 33, 12, 1, 2
2021/8/23, 38, 17, 36, 17, 2, 3
2021/8/24, 44, 16, 18, 15, 1, 2
2021/8/25, 41, 30, 82, 17, 1, 3
2021/8/26, 64, 25, 44, 12, 1, 3
2021/8/27, 59, 40, 81, 18, 2, 5
2021/8/28, 80, 22, 36, 6, 1, 3
2021/8/29, 55, 24, 37, 17, 1, 3
2021/8/30, 56, 14, 41, 9, 1, 2
2021/8/31, 42, 11, 32, 9, 1, 2
2021/9/1, 35, 7, 29, 10, , 2
2021/9/2, 14, 6, 20, 10, , 2
2021/9/3, 16, 9, 23, 7, , 2
2021/9/4, 19, 7, 28, 3, , 2
2021/9/5, 20, 9, 23, 9, , 3
2021/9/6, 28, 8, 32, 6, 1, 2
2021/9/7, 28, 12, 28, 16, 1, 3
2021/9/8, 38, 14, 16, 16, 1, 3
2021/9/9, 32, 15, 47, 15, 1, 4
2021/9/10, 43, 17, 42, 15, 1, 4
2021/9/11, 47, 23, 29, 9, 1, 3
2021/9/12, 49, 17, 44, 10, 1, 3
2021/9/13, 50, 10, 29, 12, 1, 3
2021/9/14, 37, 9, 39, 8, 1, 2
2021/9/15, 34, 10, 29, 6, 1, 2
2021/9/16, 34, 12, 24, 13, 2, 3
2021/9/17, 39, 13, 24, 11, 1, 2
2021/9/18, 24, 6, 33, 3, , 2
2021/9/19, 22, 8, 34, 5, 1, 2
2021/9/20, 33, 10, 34, 9, 1, 2
2021/9/21, 40, 15, 22, 19, 1, 4
2021/9/22, 43, 16, 48, 15, 1, 4
2021/9/23, 45, 13, 51, 10, 1, 3
2021/9/24, 49, 7, 28, 4, 1, 3
2021/9/25, 28, 8, 26, 4, 1, 3
2021/9/26, 32, 9, 27, 8, 1, 2
2021/9/27, 32, 11, 32, 8, 1, 2
2021/9/28, 39, 10, 30, 11, 1, 3
2021/9/29, 35, 13, 26, 18, 1, 7
2021/9/30, 41, 7, 35, 5, 1, 1
2021/4/1, 1, 13, 38, 8, 1, 2
2021/4/2, 1, 13, 44, 11, 1, 3
2021/4/3, 1, 18, 36, 6, 1, 2
2021/4/4, 1, 11, 28, 9, , 2
2021/4/5, 1, 7, 31, 7, 1, 2
2021/4/6, 1, 14, 38, 13, 1, 3
2021/4/7, 1, 12, 40, 13, 1, 2
2021/4/8, 1, 10, 36, 10, 1, 2
2021/4/9, 1, 7, 37, 6, 1, 2
2021/4/10, 7, 9, 44, 7, 2, 2
2021/4/11, 41, 10, 37, 12, 1, 2
2021/4/12, 43, 10, 31, 17, 1, 2
2021/4/13, 38, 11, 32, 12, 1, 2
2021/4/14, 23, 8, 36, 7, 1, 2
2021/4/15, 34, 12, 34, 13, 1, 2
2021/4/16, 45, 10, 31, 11, 1, 2
2021/4/17, 38, 9, 41, 4, 1, 
2021/4/18, 25, 14, 44, 7, 1, 2
2021/4/19, 57, 17, 33, 23, 2, 4
2021/4/20, 60, 19, 54, 13, 1, 3
2021/4/21, 66, 11, 41, 6, , 2
2021/4/22, 47, 13, 41, 7, 2, 3
2021/4/23, 48, 12, 50, 12, 2, 3
2021/4/24, 49, 14, 52, 8, 1, 2
2021/4/25, 50, 8, 38, 5, 1, 
2021/4/26, 37, 9, 38, 9, 1, 2
2021/4/27, 32, 11, 37, 12, 1, 3
2021/4/28, 40, 11, 32, 9, 1, 2
2021/4/29, 26, 12, 50, 9, 2, 2
2021/4/30, 34, 14, 49, 9, 1, 2
2021/5/1, 50, 7, 42, 4, 1, 2
2021/5/2, 29, 7, 40, 4, 1, 2
2021/5/3, 26, 10, 46, 13, 2, 3
2021/5/4, 48, 10, 44, 4, 1, 2
2021/5/5, 41, 9, 44, 8, 1, 2
2021/5/6, 30, 14, 40, 26, 1, 4
2021/5/7, 48, 17, 40, 16, 1, 3
2021/5/8, 53, 26, 50, 3, 1, 2
2021/5/9, 74, 20, 42, 9, 1, 2
2021/5/10, 59, 10, 37, 10, 2, 2
2021/5/11, 39, 8, 38, 9, 1, 2
2021/5/12, 35, 12, 36, 11, 1, 2
2021/5/13, 33, 15, 49, 16, 1, 3
2021/5/14, 46, 13, 41, 13, 2, 3
2021/5/15, 42, 14, 39, 11, 1, 3
2021/5/16, 42, 10, 15, 7, , 1
2021/5/17, 22, 14, 22, 13, 1, 3
2021/5/18, 36, 11, 22, 14, 1, 3
2021/5/19, 30, 21, 28, 19, 1, 4
2021/5/20, 58, 16, 38, 9, , 2
2021/5/21, 30, 15, 41, 11, 1, 3
2021/5/22, 42, 9, 47, 8, 1, 3
2021/5/23, 35, 14, 45, 19, 2, 4
2021/5/24, 46, 15, 64, 11, 1, 3
2021/5/25, 49, 15, 49, 8, 1, 2
2021/5/26, 53, 12, 34, 13, 1, 3
2021/5/27, 35, 13, 40, 23, 1, 4
2021/5/28, 45, 17, 44, 11, 1, 3
2021/5/29, 53, 15, 49, 6, 1, 3
2021/5/30, 51, 8, 40, 9, 1, 3
2021/5/31, 31, 8, 52, 8, 1, 2
2021/6/1, 31, 11, 32, 15, 1, 4
2021/6/2, 37, 11, 39, 11, 1, 2
2021/6/3, 40, 14, 29, 11, 1, 2
2021/6/4, 23, 9, 44, 9, 1, 3
2021/6/5, 24, 16, 37, 14, 1, 3
2021/6/6, 45, 15, 32, 22, 3, 4
2021/6/7, 49, 21, 76, 18, 3, 4
2021/6/8, 62, 20, 69, 10, 3, 2
2021/6/9, 63, 20, 50, 14, 2, 3
2021/6/10, 61, 15, 42, 13, 2, 3
2021/6/11, 51, 11, 28, 14, 1, 3
2021/6/12, 41, 13, 32, 9, 1, 2
2021/6/13, 41, 12, 26, 16, 1, 3
2021/6/14, 41, 17, 63, 15, 1, 3
2021/6/15, 43, 10, 21, 12, 1, 2
2021/6/16, 28, 9, 27, 7, 1, 1
2021/6/17, 29, 13, 37, 12, 1, 2
2021/6/18, 38, 10, 25, 13, 1, 2
2021/6/19, 27, 8, 31, 6, 1, 1
2021/6/20, 15, 10, 40, 13, 1, 2
2021/6/21, 33, 9, 40, 13, 2, 2
2021/6/22, 31, 11, 30, 9, 1, 2
2021/6/23, 31, 9, 39, 10, 1, 3
2021/6/24, 36, 9, 40, 12, 2, 2
2021/6/25, 29, 10, 50, 9, 2, 2
2021/6/26, 31, 8, 42, 6, 1, 2
2021/6/27, 22, 6, 35, 6, 1, 2
2021/6/28, 20, , 42, 6, 1, 1
2021/6/30, 46, 11, 36, 12, 1, 2
2021/1/4, 46, 12, 17, 24, 1, 4
2021/1/5, 51, 14, 23, 15, , 
2021/1/6, 44, , 28, 15, , 3
2021/1/7, 38, 7, 23, 14, , 3
2021/1/8, 22, 6, 28, 9, , 2
2021/1/9, 13, , , , , 3
2021/1/15, 64, 24, 27, 19, 1, 3
2021/1/16, 59, 8, 26, 7, 1, 2
2021/1/17, 24, 11, 14, 23, 1, 4
2021/1/18, 51, 6, 26, 9, 1, 2
2021/1/19, 20, 7, 26, 13, 1, 3
2021/1/20, 25, 20, 13, 36, 1, 5
2021/1/21, 74, 35, 9, 48, 1, 6
2021/1/22, 106, 22, 24, 18, 1, 5
2021/1/23, 74, 7, 26, 7, 1, 2
2021/1/24, 32, 8, 18, 19, 1, 3
2021/1/25, 34, 15, 10, 30, 1, 4
2021/1/26, 59, 18, 29, 27, , 3
2021/1/27, 74, 12, 17, , 1, 3
2021/1/29, 23, 5, 28, 8, 1, 2
2021/1/30, 22, 8, 30, 14, 1, 4
2021/1/31, 34, 15, 30, 23, 2, 4
2021/2/1, 59, 13, 27, 21, 1, 3
2021/2/2, 48, 4, 27, 14, 1, 3
2021/2/3, 24, 6, 29, 16, 1, 3
2021/2/4, 36, 9, 24, 17, 1, 3
2021/2/5, 32, 18, 18, 35, 2, 5
2021/2/6, 71, 15, 36, 16, 2, 4
2021/2/7, 55, 6, 29, 7, 1, 2
2021/2/8, 24, 5, 27, 7, 1, 2
2021/2/9, 25, 7, 22, 18, 1, 3
2021/2/10, 39, 9, 37, 9, 1, 3
2021/2/11, 47, 15, 25, 20, 1, 3
2021/2/12, 62, 15, 22, 22, 2, 4
2021/2/13, 58, 20, 29, 19, 1, 4
2021/2/14, 67, 11, 14, 23, 1, 3
2021/2/15, 35, 7, 30, 11, , 2
2021/2/16, 31, 6, 28, 8, 1, 2
2021/2/17, 34, 4, 25, 10, 1, 2
2021/2/18, 21, 4, 24, 13, 1, 3
2021/2/19, 24, 12, 41, 14, 1, 3
2021/2/20, 53, 26, 35, 23, 2, 5
2021/2/21, 81, 29, 36, 30, 2, 5
2021/2/22, 89, 8, 35, 8, 1, 3
2021/2/23, 31, 4, 39, 5, 1, 2
2021/2/24, 23, 8, 29, 15, 2, 3
2021/2/25, 43, 12, 31, 18, 1, 3
2021/2/26, 50, 6, 34, 6, 1, 2
2021/2/27, 39, 8, 30, 12, 1, 3
2021/2/28, 46, 13, 21, 22, 2, 4
2021/3/1, 50, 9, 33, 11, , 2
2021/3/2, 20, 5, 33, 6, 1, 2
2021/3/3, 22, 10, 28, 15, 2, 2
2021/3/4, 39, 16, 22, 25, 1, 3
2021/3/5, 55, 19, 34, 12, 1, 2
2021/3/6, 61, 7, 34, 4, 1, 2
2021/3/7, 34, 11, 28, 15, 1, 2
2021/3/8, 49, 9, 25, 15, 1, 3
2021/3/9, 39, 11, 38, 14, 1, 3
2021/3/10, 48, 10, 29, 16, 1, 3
2021/3/11, 45, 23, 24, 34, 2, 4
2021/3/12, 73, 6, 30, 10, 1, 2
2021/3/13, 24, 5, 39, 5, , 2
2021/3/14, 16, 6, 39, 7, 1, 2
2021/3/15, 34, 15, 41, 17, , 3
2021/3/16, 59, 11, 34, 7, 1, 2
2021/3/17, 42, 15, 31, 14, 1, 3
2021/3/18, 55, 12, 35, 11, 1, 3
2021/3/19, 49, 12, 34, 12, 1, 3
2021/3/20, 43, 20, 28, 10, 1, 2
2021/3/21, 40, 8, 33, 6, 1, 2
2021/3/22, 32, 10, 36, 12, 1, 3
2021/3/23, 44, 15, 40, 18, 1, 3
2021/3/24, 54, 11, 35, 21, 1, 3
2021/3/25, 39, 17, 46, 11, , 2
2021/3/26, 59, 16, 43, 12, 2, 4
2021/3/27, 59, 20, 40, 12, 1, 3
2021/3/28, 53, 14, 27, 23, 2, 3
2021/3/29, 10, 43, 46, 14, 1, 4
2021/3/30, 1, 46, 45, 10, 2, 3
2021/3/31, 1, 32, 41, 10, 1, 3
2020/10/1, 37, 16, 39, 16, 2, 3
2020/10/2, 49, 14, 39, 13, 1, 3
2020/10/3, 45, 18, 39, 12, 1, 3
2020/10/4, 52, 28, 28, 20, 1, 4
2020/10/5, 63, 11, 30, 8, 1, 2
2020/10/6, 35, 10, 32, 9, 1, 
2020/10/7, 34, 6, 27, 11, , 2
2020/10/8, 16, 8, 21, 12, , 2
2020/10/9, 20, 6, 25, 9, , 2
2020/10/10, 11, 5, 24, 5, 1, 2
2020/10/11, 10, 6, 23, 9, , 2
2020/10/12, 15, 11, 23, 15, 1, 3
2020/10/13, 35, 13, 27, 10, 1, 2
2020/10/14, 43, 10, 20, 11, , 3
2020/10/15, 37, 8, 28, 8, 1, 2
2020/10/16, 29, 9, 21, 9, , 2
2020/10/17, 30, 8, 29, 8, , 3
2020/10/18, 28, 10, 15, 18, 1, 3
2020/10/19, 36, 11, 29, 13, 1, 3
2020/10/20, 41, 11, 29, 11, 1, 2
2020/10/21, 40, 15, 27, 16, 1, 3
2020/10/22, 49, 15, 16, 18, 1, 3
2020/10/23, 42, 8, 28, 8, 1, 2
2020/10/24, 26, 5, 34, 6, 1, 3
2020/10/25, 18, 12, 27, 20, 2, 3
2020/10/26, 46, 11, 29, 12, 1, 2
2020/10/27, 38, 16, 20, 24, 2, 3
2020/10/28, 49, 14, 32, 13, 1, 2
2020/10/29, 48, 7, 26, 8, 1, 2
2020/10/30, 25, 8, 28, 9, 1, 2
2020/10/31, 26, 15, 26, 14, 2, 3
2020/11/1, 49, 29, 15, 26, 1, 4
2020/11/2, 82, 17, 18, 14, 1, 3
2020/11/3, 52, 8, 23, 12, 1, 2
2020/11/4, 23, 13, 22, 20, 1, 3
2020/11/5, 41, 16, 8, 27, 1, 4
2020/11/6, 57, 27, 10, 36, 1, 5
2020/11/7, 76, 20, 29, 14, 1, 3
2020/11/8, 58, 8, 26, 8, 1, 2
2020/11/9, 22, 6, 23, 13, 1, 2
2020/11/10, 22, 7, 26, 9, 1, 2
2020/11/11, 19, 8, 22, 14, 1, 2
2020/11/12, 33, 16, 18, 25, 1, 3
2020/11/13, 54, 12, 28, 12, 1, 3
2020/11/14, 48, 14, 25, 15, 1, 3
2020/11/15, 50, 24, 14, 35, 1, 6
2020/11/16, 71, 21, 28, 18, 1, 3
2020/11/17, 67, 31, 11, 34, 2, 5
2020/11/18, 83, 29, 27, 26, 1, 4
2020/11/19, 76, 12, 25, 11, 1, 3
2020/11/20, 36, 7, 23, 7, 1, 2
2020/11/21, 14, 8, 25, 9, 1, 3
2020/11/22, 23, 10, 28, 10, 1, 2
2020/11/23, 26, 5, 24, 9, 1, 2
2020/11/24, 21, 8, 21, 13, 1, 2
2020/11/25, 32, 24, 8, 34, 1, 5
2020/11/26, 64, 12, 16, 13, 1, 3
2020/11/27, 46, 9, 25, 8, 1, 2
2020/11/28, 24, 7, 21, 9, 1, 3
2020/11/29, 22, 13, 19, 18, 1, 3
2020/11/30, 54, 10, 19, 16, 1, 3
2020/12/1, 38, 9, 18, 16, 1, 2
2020/12/2, 39, 18, 14, 17, 1, 3
2020/12/3, 64, 14, 23, 17, 1, 3
2020/12/4, 46, 8, 12, 18, 1, 2
2020/12/5, 41, 14, 20, 17, 1, 3
2020/12/6, 52, 20, 9, 36, 1, 5
2020/12/7, 69, 16, 24, 25, 1, 5
2020/12/8, 56, 6, 22, 13, 1, 3
2020/12/9, 28, 15, 15, 21, 1, 3
2020/12/10, 62, 20, 13, 30, 1, 5
2020/12/11, 74, 25, 23, 23, , 4
2020/12/12, 81, 7, 27, 10, 1, 3
2020/12/13, 36, 6, 19, 15, 1, 3
2020/12/14, 28, 5, 20, 12, 1, 2
2020/12/15, 17, 5, 18, 16, 1, 3
2020/12/16, 22, 4, 20, 13, 1, 2
2020/12/17, 18, 13, 10, 34, 2, 5
2020/12/18, 52, 6, 22, 12, 1, 3
2020/12/19, 21, 2, 27, 8, 1, 2
2020/12/20, 12, 6, 21, 20, 1, 4
2020/12/21, 25, 14, 7, 37, 1, 4
2020/12/22, 62, 15, 12, 37, 1, 4
2020/12/23, 60, 20, 6, 43, 1, 6
2020/12/24, 73, 14, 26, 23, 1, 5
2020/12/25, 49, 10, 20, 23, 1, 4
2020/12/26, 33, 7, 23, 13, 1, 3
2020/12/27, 40, 21, 13, 32, 1, 7
2020/12/28, 71, 19, 13, 29, 1, 5
2020/12/29, 65, 21, 26, 20, 1, 4
2020/12/30, 70, 3, 27, 4, 1, 2
2020/12/31, 10, 4, 26, 10, 1, 2
2021/1/1, 21, 6, 22, 10, 1, 3
2021/1/2, 27, 5, 25, 9, 1, 3
2021/1/3, 21, 11, 17, 25, 3, 4
2020/7/1, 32, 13, 40, 12, 1, 3
2020/7/2, 40, 13, 28, 14, 1, 3
2020/7/3, 46, 9, 15, 8, , 2
2020/7/4, 20, 15, 39, 8, 1, 2
2020/7/5, 42, 8, 8, 10, 1, 1
2020/7/6, 23, 13, 6, 6, 1, 2
2020/7/7, 31, 12, 27, 8, 1, 2
2020/7/8, 28, 11, 10, 17, 1, 2
2020/7/9, 24, 11, 7, 11, 1, 2
2020/7/10, 30, 12, 11, 5, 1, 1
2020/7/11, 34, 11, 38, 5, 1, 1
2020/7/12, 33, 9, 26, 12, 1, 2
2020/7/13, 30, 11, 13, 17, 1, 4
2020/7/14, 30, 8, 15, 12, 1, 4
2020/7/15, 19, 8, 22, 9, 1, 2
2020/7/16, 28, 9, 10, 10, , 2
2020/7/17, 25, 12, 8, 13, , 2
2020/7/18, 21, 15, 36, 12, 1, 3
2020/7/19, 38, 23, 63, 16, 1, 3
2020/7/20, 55, 17, 22, 20, 1, 3
2020/7/21, 48, 20, 16, 23, 1, 2
2020/7/22, 49, 10, 24, 10, 1, 2
2020/7/23, 29, 26, 44, 21, 2, 4
2020/7/24, 56, 25, 13, 14, 1, 2
2020/7/25, 46, 12, 16, 9, 1, 2
2020/7/26, 19, 10, 9, 10, 1, 1
2020/7/27, 22, 15, 11, 11, , 2
2020/7/28, 36, 8, 17, 8, , 1
2020/7/29, 20, 11, 23, 8, 1, 2
2020/7/30, 33, 26, 35, 23, 1, 4
2020/7/31, 56, 9, 33, 6, 1, 2
2020/8/1, 25, 9, 31, 5, 1, 2
2020/8/2, 30, 13, 38, 18, 2, 3
2020/8/3, 42, 16, 32, 17, 1, 3
2020/8/4, 44, 22, 28, 18, 1, 3
2020/8/5, 55, 25, 20, 17, 1, 3
2020/8/6, 63, 28, 25, 19, 3, 2
2020/8/7, 69, 42, 28, 12, 2, 2
2020/8/8, 85, 31, 27, 13, 1, 3
2020/8/9, 67, 33, 69, 14, 1, 2
2020/8/10, 70, 12, 20, 7, , 1
2020/8/11, 28, 19, 39, 12, 2, 2
2020/8/12, 49, 26, 61, 12, 4, 3
2020/8/13, 62, 25, 40, 9, 2, 2
2020/8/14, 57, 41, 114, 15, 5, 4
2020/8/15, 81, 32, 40, 6, 1, 2
2020/8/16, 65, 31, 37, 16, 1, 3
2020/8/17, 63, 22, 39, 9, 1, 2
2020/8/18, 57, 19, 73, 16, 5, 3
2020/8/19, 55, 18, 48, 18, 3, 3
2020/8/20, 49, 20, 57, 22, 5, 3
2020/8/21, 58, 26, 51, 13, 1, 3
2020/8/22, 66, 14, 25, 7, 1, 2
2020/8/23, 42, 11, 26, 7, 1, 2
2020/8/24, 34, 13, 42, 10, 1, 2
2020/8/25, 41, 16, 40, 14, 1, 3
2020/8/26, 42, 11, 11, 11, 1, 2
2020/8/27, 27, 12, 12, 11, 1, 2
2020/8/28, 32, 14, 18, 10, 1, 2
2020/8/29, 37, 9, 18, 10, 1, 2
2020/8/30, 27, 10, 30, 8, 1, 2
2020/8/31, 30, 9, 22, 8, 1, 1
2020/9/1, 22, 14, 21, 11, 1, 3
2020/9/2, 31, 13, 10, 11, 1, 2
2020/9/3, 30, 11, 23, 11, 1, 1
2020/9/4, 32, 11, 28, 8, 1, 4
2020/9/5, 33, 7, 18, 6, 1, 1
2020/9/6, 17, 14, 7, 11, 1, 2
2020/9/7, 20, , , , , 
2020/9/13, 21, 10, 21, 13, 2, 3
2020/9/14, 28, 10, 26, 10, 1, 2
2020/9/15, 31, 14, 27, 11, 1, 3
2020/9/16, 40, 19, 24, 19, 1, 3
2020/9/17, 46, 13, 11, 7, , 1
2020/9/18, 37, 8, 32, 8, 1, 2
2020/9/19, 27, 11, 23, 7, 1, 3
2020/9/20, 36, 11, 35, 8, 1, 2
2020/9/21, 42, 12, 36, 6, 1, 2
2020/9/22, 44, 9, 29, 9, 1, 2
2020/9/23, 28, 9, 26, 7, , 2
2020/9/24, 27, 4, 20, 8, , 2
2020/9/25, 13, 8, 22, 9, , 2
2020/9/26, 21, 7, 27, 6, , 2
2020/9/27, 22, 8, 32, 11, 1, 2
2020/9/28, 27, 8, 29, 9, 1, 2
2020/9/29, 25, 10, 34, 9, , 2
2020/9/30, 40, 12, 26, 11, 1, 2
2020/4/1, 58, 7, 41, 6, 1, 3
2020/4/2, 29, 11, 30, 16, 1, 3
2020/4/3, 46, 19, 44, 14, 1, 3
2020/4/4, 59, 13, 35, 7, , 2
2020/4/5, 42, 8, 38, 11, 1, 2
2020/4/6, 33, 15, 40, 14, 2, 3
2020/4/7, 50, 21, 49, 19, 1, 3
2020/4/8, 63, 17, 46, 11, 1, 2
2020/4/9, 54, 8, 37, 5, , 2
2020/4/10, 32, 5, 39, 7, 1, 2
2020/4/11, 28, 10, 38, 4, 1, 2
2020/4/12, 39, 5, 36, 7, , 2
2020/4/13, 17, 5, 35, 6, 1, 
2020/4/14, 20, 10, 38, 16, 2, 3
2020/4/15, 40, 15, 37, 8, 1, 3
2020/4/16, 51, 9, 36, 10, 1, 2
2020/4/17, 36, 11, 33, 12, 1, 3
2020/4/18, 25, 6, 37, 7, , 3
2020/4/19, 22, 5, 32, 11, 1, 2
2020/4/20, 18, 19, 28, 29, 1, 4
2020/4/21, 49, 11, 37, 9, 1, 2
2020/4/22, 35, 5, 38, 9, 1, 2
2020/4/23, 22, 8, 38, 9, 1, 2
2020/4/24, 22, 8, 45, 10, 1, 2
2020/4/25, 31, 15, 61, 4, 1, 2
2020/4/26, 55, 13, 42, 9, , 2
2020/4/27, 47, 12, 40, 13, 1, 3
2020/4/28, 43, 12, 45, 14, 2, 3
2020/4/29, 48, 25, 64, 19, 1, 4
2020/4/30, 67, 20, 44, 9, 1, 3
2020/5/1, 62, 41, 43, 19, 4, 3
2020/5/2, 96, 29, 36, 10, 1, 3
2020/5/3, 74, 15, 33, 10, 1, 3
2020/5/4, 38, 9, 45, 5, 1, 2
2020/5/5, 31, 11, 31, 4, , 
2020/5/6, 27, 7, 40, 5, , 2
2020/5/7, 17, 9, 40, 12, 1, 3
2020/5/8, 40, 7, 36, 7, 1, 2
