date, pm25, pm10, o3, no2, so2, co
2023/7/21, 49, 11, 34, 5, 1, 2
2023/7/22, 36, 13, 47, 8, 2, 3
2023/7/23, 42, 13, 30, 16, 1, 3
2023/7/24, 43, 15, 73, 14, 2, 2
2023/7/25, 51, 19, 72, 22, 2, 3
2023/7/26, 60, 19, 51, 21, 2, 3
2023/7/27, 56, 15, 28, 17, 1, 1
2023/7/28, 47, 12, 29, 13, 1, 2
2023/7/29, 39, 13, 30, 10, 1, 2
2023/7/30, 41, 13, 16, 11, 1, 2
2023/7/31, 38, 12, 22, 15, 1, 2
2023/8/1, 38, 12, 17, 11, 1, 2
2023/8/2, 35, 12, 13, 8, 2, 1
2023/8/3, 34, 17, 30, 15, 1, 2
2023/8/4, 52, 12, 20, 9, 1, 2
2023/8/5, 32, 15, 11, 9, 1, 2
2023/8/6, 36, 11, 14, 12, 1, 2
2023/8/7, 29, 11, 24, 8, 1, 2
2023/8/8, 27, 16, 7, 8, 1, 2
2023/8/9, 32, 20, 22, 7, 1, 1
2023/8/10, 44, 14, 19, 3, 1, 1
2023/8/11, 30, 11, 32, 5, 2, 2
2023/8/12, 30, 12, 13, 4, 1, 1
2023/8/13, 24, 20, 10, 3, 1, 1
2023/8/14, 37, 28, 20, 8, 1, 2
2023/8/15, 57, 31, 17, 11, 1, 3
2023/8/16, 62, 19, 18, 12, 1, 2
2023/8/17, 44, 18, 23, 14, 1, 3
2023/8/18, 46, 22, 51, 12, 2, 3
2023/8/19, 57, 18, 50, 8, 1, 2
2023/8/20, 52, 11, 20, 9, 2, 2
2023/8/21, 33, 12, 10, 7, 1, 2
2023/8/22, 27, 12, 8, 10, 1, 2
2023/8/23, 26, 14, 9, 11, 1, 2
2023/8/24, 33, 11, 11, 10, 1, 2
2023/8/25, 33, 9, 16, 7, 1, 2
2023/8/26, 26, 10, 21, 3, 1, 1
2023/8/27, 24, 14, 31, 12, 1, 2
2023/8/28, 37, 16, 31, 15, 1, 2
2023/8/29, 42, 15, 15, 11, 1, 2
2023/8/30, 38, 18, 11, 13, 1, 3
2023/8/31, 40, 13, 14, 11, 1, 2
2023/9/1, 34, 11, 20, 11, 1, 2
2023/9/2, 32, 11, 26, 6, 1, 2
2023/9/3, 31, 10, 10, 11, 3, 2
2023/9/4, 26, 11, 21, 9, 1, 2
2023/9/5, 30, 9, 18, 10, 1, 2
2023/9/6, 30, 11, 30, 8, 1, 3
2023/9/7, 33, 10, 26, 7, , 2
2023/9/8, 24, 24, 25, 12, 4, 2
2023/9/9, 49, 31, 25, 8, 4, 2
2023/9/10, 69, 14, 10, 15, 1, 3
2023/9/11, 38, 15, 32, 13, 1, 3
2023/9/12, 41, 16, 44, 16, 1, 3
2023/9/13, 46, 14, 13, 17, 3, 3
2023/9/14, 38, 17, 35, 13, 1, 3
2023/9/15, 42, 19, 38, 14, 1, 3
2023/9/16, 48, 16, 26, 9, 1, 2
2023/9/17, 41, 9, 15, 6, 1, 1
2023/9/18, 26, 11, 17, 10, 1, 1
2023/9/19, 32, 18, 45, 12, 1, 3
2023/9/20, 56, 17, 18, 9, 1, 2
2023/9/21, 42, 12, 28, 10, 1, 2
2023/9/22, 31, 5, 31, 4, 1, 2
2023/9/23, 14, 8, 35, 3, , 
2023/9/24, 25, 11, 35, 6, 1, 2
2023/9/25, 36, 17, 50, 11, 1, 3
2023/9/26, 48, 17, 41, 15, 1, 3
2023/9/27, 46, 24, 42, 17, 1, 3
2023/9/28, 57, 17, 35, 10, 2, 3
2023/9/29, 47, 13, 35, 9, 1, 2
2023/9/30, 37, 14, 31, 5, , 2
2023/4/1, 65, 15, 44, 5, 1, 2
2023/4/2, 53, 11, 41, 6, 1, 2
2023/4/3, 43, 13, 43, 14, 1, 2
2023/4/4, 52, 17, 40, 24, 1, 3
2023/4/5, 59, 11, 40, 7, , 2
2023/4/6, 40, 17, 32, 8, 1, 2
2023/4/7, 48, 8, 37, 6, 1, 2
2023/4/8, 24, 13, 47, 4, 1, 2
2023/4/9, 48, 16, 44, 13, 1, 2
2023/4/10, 60, 18, 40, 13, 1, 2
2023/4/11, 57, 16, 39, 7, 1, 2
2023/4/12, 49, 32, 37, 11, 1, 3
2023/4/13, 75, 33, 35, 13, 1, 2
2023/4/14, 73, 13, 35, 12, , 2
2023/4/15, 37, 10, 38, 7, , 3
2023/4/16, 30, 13, 41, 4, 1, 2
2023/4/17, 47, 20, 36, 12, 1, 2
2023/4/18, 64, 28, 46, 19, 1, 4
2023/4/19, 77, 35, 48, 14, 2, 3
2023/4/20, 79, 25, 43, 13, 1, 3
2023/4/21, 65, 33, 42, 8, 1, 2
2023/4/22, 75, 13, 46, 5, 1, 2
2023/4/23, 49, 13, 42, 9, 1, 2
2023/4/24, 54, 16, 38, 12, 1, 3
2023/4/25, 59, 12, 39, 15, 1, 2
2023/4/26, 35, 9, 49, 9, 1, 3
2023/4/27, 35, 13, 47, 12, 1, 3
2023/4/28, 51, 12, 44, 5, 1, 2
2023/4/29, 38, 15, 29, 8, 1, 3
2023/4/30, 35, 19, 44, 8, 1, 3
2023/5/1, 56, 10, 44, 4, 2, 2
2023/5/2, 41, 14, 48, 12, 2, 3
2023/5/3, 51, 18, 51, 11, 2, 3
2023/5/4, 58, 14, 42, 5, 1, 2
2023/5/5, 44, 14, 38, 2, 1, 1
2023/5/6, 45, 10, 32, 4, 1, 2
2023/5/7, 28, 6, 36, 6, , 2
2023/5/8, 20, 10, 40, 8, 1, 2
2023/5/9, 40, 18, 50, 15, 2, 3
2023/5/10, 60, 15, 44, 11, 1, 3
2023/5/11, 49, 14, 42, 13, 1, 2
2023/5/12, 53, 12, 35, 13, 1, 2
2023/5/13, 44, 11, 36, 6, 1, 2
2023/5/14, 37, 12, 37, 12, 1, 2
2023/5/15, 41, 13, 57, 13, 1, 2
2023/5/16, 47, 23, 49, 25, 2, 4
2023/5/17, 67, 33, 80, 26, 2, 4
2023/5/18, 89, 14, 33, 14, 1, 2
2023/5/19, 46, 7, 37, 7, , 2
2023/5/20, 25, 12, 42, 8, 1, 3
2023/5/21, 38, 21, 55, 10, 1, 2
2023/5/22, 60, 29, 39, 7, , 3
2023/5/23, 57, 11, 36, 6, 1, 2
2023/5/24, 34, 13, 34, 13, 1, 3
2023/5/25, 42, 12, 31, 17, 1, 3
2023/5/26, 42, 11, 47, 12, 1, 2
2023/5/27, 37, 13, 33, 10, 1, 2
2023/5/28, 43, 17, 28, 14, , 3
2023/5/29, 52, 11, 31, 15, 2, 3
2023/5/30, 34, 11, 31, 8, 1, 2
2023/5/31, 37, 11, 32, 16, 2, 3
2023/6/1, 39, 12, 24, 12, , 2
2023/6/2, 20, 12, 40, 7, , 2
2023/6/3, 24, 14, 40, 11, 1, 3
2023/6/4, 43, 18, 47, 19, 1, 4
2023/6/5, 57, 21, 41, 20, 1, 4
2023/6/6, 65, 15, 56, 13, 2, 4
2023/6/7, 49, 16, 46, 21, 2, 4
2023/6/8, 53, 11, 33, 14, 1, 6
2023/6/9, 26, 14, 31, 15, 1, 4
2023/6/10, 45, 16, 38, 10, 1, 3
2023/6/11, 46, 14, 20, 13, 1, 3
2023/6/12, 46, , 39, 13, 1, 3
2023/6/14, 32, 11, 31, 10, 1, 2
2023/6/15, 35, 7, 53, 6, 1, 2
2023/6/16, 26, 15, 51, 14, 1, 3
2023/6/17, 50, 25, 54, 16, 4, 4
2023/6/18, 69, 20, 50, 8, 2, 2
2023/6/19, 59, 14, 35, 10, 1, 2
2023/6/20, 44, 13, 41, 10, 2, 2
2023/6/21, 45, 9, 29, 11, 2, 3
2023/6/22, 32, 16, 28, 18, 1, 3
2023/6/23, 50, 18, 55, 12, 2, 3
2023/6/24, 59, 23, 71, 9, 3, 4
2023/6/25, 69, 23, 51, 17, 3, 4
2023/6/26, 67, 25, 37, 22, 2, 4
2023/6/27, 68, 25, 27, 21, 1, 4
2023/6/28, 64, 19, 29, 20, 1, 3
2023/6/29, 53, 24, 18, 14, 1, 3
2023/6/30, 60, 11, 27, 7, , 1
2023/1/2, 11, 3, 27, 6, 1, 2
2023/1/3, 11, 3, 26, 6, 1, 2
2023/1/4, 11, 3, 29, 6, 1, 1
2023/1/5, 13, 8, 22, 17, 1, 3
2023/1/6, 34, 11, 24, 18, 1, 4
2023/1/7, 50, 13, 33, 16, 1, 3
2023/1/8, 54, 16, 22, 23, 1, 4
2023/1/9, 59, 6, 28, 8, 1, 2
2023/1/10, 20, 11, 18, 23, 1, 3
2023/1/11, 43, 18, 18, 34, 1, 5
2023/1/12, 72, 22, 4, 42, 3, 6
2023/1/13, 81, 18, , 29, 1, 5
2023/1/14, 68, 12, , 13, 1, 3
2023/1/15, 47, 5, , 10, , 2
2023/1/16, 31, 6, 22, , 1, 2
2023/1/18, 61, 7, 28, 12, 1, 2
2023/1/19, 27, 14, 29, 26, 1, 4
2023/1/20, 62, 5, 29, 5, , 2
2023/1/21, 19, 9, 25, 10, 2, 3
2023/1/22, 39, 13, 16, 17, 1, 3
2023/1/23, 59, 16, 28, 21, 1, 3
2023/1/24, 62, 3, 28, 6, 1, 1
2023/1/25, 12, 7, 24, 22, 1, 3
2023/1/26, 37, 10, 17, 25, 1, 3
2023/1/27, 53, 5, 30, 7, 1, 2
2023/1/28, 20, 8, 27, 11, 2, 2
2023/1/29, 37, 11, 29, 22, 1, 3
2023/1/30, 53, 7, 28, 9, , 3
2023/1/31, 27, 13, 30, 19, 1, 3
2023/2/1, 56, 7, 31, 8, 1, 2
2023/2/2, 26, 10, 28, 11, 1, 3
2023/2/3, 44, 16, 23, 21, 2, 4
2023/2/4, 64, 8, 31, 11, 1, 4
2023/2/5, 34, 14, 25, 28, 1, 3
2023/2/6, 58, 16, 35, 22, 2, 4
2023/2/7, 64, 20, 36, 12, 1, 3
2023/2/8, 71, 8, 32, 7, 1, 2
2023/2/9, 33, 9, 23, 15, 1, 2
2023/2/10, 45, 6, 35, 8, , 2
2023/2/11, 24, 11, 27, 14, 1, 3
2023/2/12, 45, 11, 28, 14, 1, 2
2023/2/13, 48, 4, 31, 6, 1, 2
2023/2/14, 16, 4, 31, 5, , 2
2023/2/15, 18, 6, 27, 12, 1, 2
2023/2/16, 32, 13, 28, 21, 2, 4
2023/2/17, 60, 21, 29, 32, 2, 4
2023/2/18, 84, 20, 36, 18, 1, 4
2023/2/19, 74, 8, 37, 8, 1, 3
2023/2/20, 32, 6, 34, 6, 1, 2
2023/2/21, 24, 10, 31, 15, 1, 3
2023/2/22, 42, 16, 28, 22, 1, 3
2023/2/23, 68, 15, 28, 23, 1, 3
2023/2/24, 67, 7, 35, 8, 1, 2
2023/2/25, 32, 5, 35, 3, 1, 
2023/2/26, 19, 9, 34, 13, 1, 2
2023/2/27, 37, 15, 36, 19, 1, 3
2023/2/28, 55, 13, 38, 17, 1, 3
2023/3/1, 49, 9, 38, 7, 1, 2
2023/3/2, 30, 8, 30, 16, 1, 3
2023/3/3, 35, 11, 38, 13, 1, 2
2023/3/4, 46, 11, 36, 5, 1, 2
2023/3/5, 42, 12, 33, 11, 1, 2
2023/3/6, 50, 18, 38, 25, 1, 4
2023/3/7, 69, 23, 42, 26, 2, 4
2023/3/8, 73, 31, 42, 30, 2, 4
2023/3/9, 85, 19, 38, 13, 1, 3
2023/3/10, 56, 15, 39, 13, 2, 3
2023/3/11, 49, 13, 39, 10, 1, 2
2023/3/12, 43, 15, 34, 14, 1, 2
2023/3/13, 39, 7, 32, 9, 1, 2
2023/3/14, 30, 14, 33, 16, 1, 3
2023/3/15, 52, 20, 35, 24, 1, 3
2023/3/16, 68, 18, 32, 13, 1, 2
2023/3/17, 55, 6, 29, 9, , 2
2023/3/18, 26, 7, 38, 8, 1, 2
2023/3/19, 25, 14, 31, 19, 1, 3
2023/3/20, 51, 16, 29, 21, 2, 3
2023/3/21, 53, 17, 40, 14, 1, 3
2023/3/22, 59, 16, 23, 17, 1, 3
2023/3/23, 53, 11, 30, 12, 1, 3
2023/3/24, 34, 30, 35, 8, , 2
2023/3/25, 53, 9, 25, 7, , 2
2023/3/26, 18, 14, 34, 8, 1, 2
2023/3/27, 42, 25, 34, 11, 1, 2
2023/3/28, 59, 23, 38, 11, 1, 2
2023/3/29, 62, 15, 38, 14, 1, 3
2023/3/30, 53, 15, 33, 18, 1, 3
2023/3/31, 54, 22, 56, 13, 1, 3
2022/10/24, 36, 8, 21, 9, 1, 2
2022/10/25, 31, 9, 26, 6, 1, 2
2022/10/26, 35, 15, 24, 14, 1, 2
2022/10/27, 53, 19, 25, 21, 1, 2
2022/10/28, 66, 12, 31, 10, 1, 4
2022/10/29, 43, 9, 32, 9, 1, 3
2022/10/30, 36, 11, 28, 11, 1, 3
2022/10/31, 47, 11, 23, 11, 1, 2
2022/11/1, 42, 13, 28, 18, 1, 2
2022/11/2, 44, 16, 31, 19, 3, 3
2022/11/3, 54, 15, 28, 17, 1, 3
2022/11/4, 50, 8, 25, 9, 1, 3
2022/11/5, 33, 10, 32, 7, 1, 2
2022/11/6, 39, 14, 19, 21, 1, 2
2022/11/7, 52, 12, 34, 14, 2, 3
2022/11/8, 47, 13, 29, 13, 1, 3
2022/11/9, 49, 21, 29, 23, 2, 3
2022/11/10, 67, 19, 37, 15, 1, 4
2022/11/11, 62, 18, 34, 17, , 3
2022/11/12, 59, 17, 33, 17, 3, 4
2022/11/13, 55, 6, 25, 7, 1, 4
2022/11/14, 24, 7, 16, 14, 1, 2
2022/11/15, 26, 9, 25, 17, 1, 2
2022/11/16, 37, 8, 13, 14, 1, 3
2022/11/17, 38, , , , 1, 2
2022/12/13, 58, , , , 1, 3
2022/12/16, 41, 10, 16, 19, 1, 3
2022/12/17, 40, 6, 28, 10, 1, 3
2022/12/18, 24, 5, 24, 14, , 2
2022/12/19, 22, 8, 15, 27, 1, 2
2022/12/20, 38, 13, 11, 27, 2, 3
2022/12/21, 53, 12, 17, 24, 1, 3
2022/12/22, 50, 5, 25, 9, 1, 3
2022/12/23, 21, 5, 24, 9, , 2
2022/12/24, 15, 4, 31, 8, , 2
2022/12/25, 13, 5, 27, 11, 1, 2
2022/12/26, 15, 4, 26, 11, 1, 2
2022/12/27, 17, 12, 11, 25, 1, 2
2022/12/28, 49, 9, 29, 17, 2, 4
2022/12/29, 35, 5, 26, 8, 1, 3
2022/12/30, 18, 6, 26, 11, 1, 2
2022/12/31, 22, 10, 26, 14, 1, 3
2023/1/1, 42, 3, 29, 4, 1, 3
2022/7/1, 68, 22, 55, 24, 3, 3
2022/7/2, 63, 15, 42, 12, 1, 2
2022/7/3, 49, 13, 17, 13, 1, 2
2022/7/4, 39, 8, 14, 10, 1, 1
2022/7/5, 28, 8, 15, 5, , 1
2022/7/6, 22, 6, 18, 6, , 1
2022/7/7, 24, 8, 22, 5, 1, 1
2022/7/8, 28, 9, 30, 11, 1, 2
2022/7/9, 36, 9, 16, 9, 1, 2
2022/7/10, 33, 11, 39, 12, 1, 2
2022/7/11, 46, 13, 16, 11, 2, 2
2022/7/12, 45, 11, 13, 10, , 2
2022/7/13, 23, 8, 14, 8, 1, 1
2022/7/14, 22, 12, 12, 13, 1, 2
2022/7/15, 27, 12, 18, 13, 1, 2
2022/7/16, 26, 12, 41, 11, 1, 3
2022/7/17, 31, 15, 52, 12, 1, 3
2022/7/18, 47, 12, 27, 8, 1, 2
2022/7/19, 36, 19, 40, 9, 1, 3
2022/7/20, 49, 17, 41, 15, 1, 3
2022/7/21, 57, 25, 32, 19, 1, 4
2022/7/22, 61, 19, 55, 15, 1, 3
2022/7/23, 60, 14, 39, 14, 2, 3
2022/7/24, 48, 15, 28, 11, 3, 3
2022/7/25, 41, 16, 5, 11, 1, 3
2022/7/26, 32, 9, 8, 9, 1, 2
2022/7/27, 24, 12, 17, 11, 1, 2
2022/7/28, 34, 11, 19, 13, 1, 2
2022/7/29, 37, 14, 25, 13, 3, 2
2022/7/30, 42, 17, 47, 13, 7, 2
2022/7/31, 53, 16, 48, 16, 3, 3
2022/8/1, 50, 23, 55, 23, 4, 4
2022/8/2, 59, 36, 99, 29, 3, 4
2022/8/3, 81, 13, 28, 7, 1, 2
2022/8/4, 36, 8, 21, 5, , 1
2022/8/5, 25, 12, 40, 10, 5, 2
2022/8/6, 40, 13, 32, 9, 3, 2
2022/8/7, 41, 13, 20, 11, 1, 2
2022/8/8, 45, 16, 17, 6, 1, 1
2022/8/9, 51, 12, 11, 8, 1, 1
2022/8/10, 37, 10, 15, 7, 1, 1
2022/8/11, 29, 14, 11, 5, 1, 1
2022/8/12, 36, 11, 16, 6, 1, 1
2022/8/13, 30, 18, 35, 11, 1, 2
2022/8/14, 46, 29, 59, 14, 1, 3
2022/8/15, 69, 21, 20, 5, 1, 1
2022/8/16, 58, 11, 35, 9, 1, 2
2022/8/17, 41, 12, 30, 10, 1, 2
2022/8/18, 32, 12, 43, 11, 1, 3
2022/8/19, 40, 19, 60, 15, 2, 4
2022/8/20, 56, 19, 35, 6, 1, 3
2022/8/21, 51, 18, 29, 9, 1, 3
2022/8/22, 53, 22, 18, 16, 1, 3
2022/8/23, 54, 17, 33, 7, 1, 2
2022/8/24, 47, 17, 29, 11, 1, 5
2022/8/25, 49, 29, 29, 20, 1, 3
2022/8/26, 62, 24, 36, 16, 1, 3
2022/8/27, 58, 10, 40, 3, 1, 2
2022/8/28, 27, 6, 34, 5, 1, 2
2022/8/29, 28, 14, 29, 9, 1, 5
2022/8/30, 38, 20, 11, 14, 1, 3
2022/8/31, 51, 12, 10, 12, 1, 2
2022/9/1, 31, 9, 25, 13, 1, 2
2022/9/2, 21, 10, 26, 7, , 2
2022/9/3, 31, 14, 31, 5, 2, 4
2022/9/4, 45, 14, 27, 8, 1, 2
2022/9/5, 45, 11, 10, 12, 1, 3
2022/9/6, 35, 11, 6, 10, 1, 2
2022/9/7, 27, 6, 20, 10, 1, 1
2022/9/8, 22, 7, 18, 8, , 1
2022/9/9, 27, 13, 34, 6, 1, 3
2022/9/10, 50, 10, 24, 3, 1, 1
2022/9/11, 46, 8, 24, 6, 1, 1
2022/9/12, 32, 10, 29, 10, 1, 9
2022/9/13, 37, 15, 31, 10, 1, 3
2022/9/14, 46, 13, 29, 7, 1, 5
2022/9/15, 50, 14, 34, 10, 1, 3
2022/9/16, 46, 11, 35, 9, 1, 4
2022/9/17, 44, 10, 13, 9, 1, 2
2022/9/18, 27, 21, 14, 8, 1, 2
2022/9/19, 44, 23, 20, 6, 1, 3
2022/9/20, 30, , 23, 6, 1, 4
2022/9/21, 28, , 21, 7, 1, 4
2022/9/22, 28, , , , , 3
2022/4/1, 25, 9, 39, 7, 1, 2
2022/4/2, 38, 10, 32, 8, 1, 2
2022/4/3, 41, 5, 35, 9, , 2
2022/4/4, 13, 8, 33, 9, 1, 3
2022/4/5, 24, 20, 31, 29, 2, 4
2022/4/6, 58, 20, 39, 16, 1, 3
2022/4/7, 61, 18, 42, 13, 3, 3
2022/4/8, 52, 17, 47, 16, 1, 3
2022/4/9, 54, 22, 68, 12, 2, 3
2022/4/10, 67, 25, 39, 19, 1, 3
2022/4/11, 67, 21, 27, 21, 2, 3
2022/4/12, 60, 24, 36, 24, 2, 4
2022/4/13, 59, 9, 35, 9, 1, 2
2022/4/14, 37, 6, 26, 10, , 2
2022/4/15, 17, 7, 31, 9, 1, 3
2022/4/16, 26, 12, 38, 7, 1, 2
2022/4/17, 39, 14, 31, 13, 1, 3
2022/4/18, 47, 10, 43, 13, 1, 3
2022/4/19, 38, 20, 35, 13, , 2
2022/4/20, 62, 25, 34, 18, 2, 4
2022/4/21, 72, 16, 31, 24, 2, 4
2022/4/22, 43, 26, 64, 26, 2, 5
2022/4/23, 67, 15, 44, 7, 1, 2
2022/4/24, 48, 21, 38, 18, 2, 4
2022/4/25, 57, 28, 20, 17, 2, 4
2022/4/26, 65, , 29, 15, 2, 2
2022/4/28, 57, 7, 36, 6, 1, 2
2022/4/29, 26, 8, 39, 5, 1, 2
2022/4/30, 20, 9, 31, 8, 1, 2
2022/5/1, 38, 7, 36, 8, 1, 2
2022/5/2, 22, 8, 46, 7, 1, 2
2022/5/3, 31, 13, 47, 10, 1, 3
2022/5/4, 52, 19, 68, 13, 3, 4
2022/5/5, 64, 13, 39, 13, 1, 3
2022/5/6, 50, 11, 37, 9, 1, 2
2022/5/7, 37, 8, 41, 5, 1, 2
2022/5/8, 29, 7, 30, 8, 1, 2
2022/5/9, 28, 9, 40, 7, 1, 2
2022/5/10, 35, 12, 45, 13, 2, 3
2022/5/11, 46, 16, 22, 22, 2, 3
2022/5/12, 51, 11, 15, 17, 1, 3
2022/5/13, 28, 10, 29, 14, 3, 2
2022/5/14, 23, 9, 40, 4, 1, 2
2022/5/15, 37, 8, 34, 9, , 2
2022/5/16, 31, 12, 21, 20, 1, 3
2022/5/17, 41, 21, 55, 14, 2, 3
2022/5/18, 66, 19, 57, 19, 2, 3
2022/5/19, 58, 24, 48, 22, 3, 4
2022/5/20, 67, 18, 32, 17, 1, 3
2022/5/21, 51, 7, 40, 4, 1, 2
2022/5/22, 24, 8, 48, 7, 2, 2
2022/5/23, 36, 8, 42, 15, 2, 3
2022/5/24, 38, 12, 41, 14, 1, 3
2022/5/25, 40, 12, 44, 13, 2, 3
2022/5/26, 44, 13, 33, 16, 1, 3
2022/5/27, 37, 9, 47, 11, 2, 3
2022/5/28, 36, 8, 63, 9, 1, 3
2022/5/29, 48, 16, 44, 10, 1, 3
2022/5/30, 57, 11, 32, 9, 1, 3
2022/5/31, 30, 12, 44, 11, 1, 3
2022/6/1, 45, 15, 34, 16, 1, 3
2022/6/2, 48, 15, 42, 11, 1, 2
2022/6/3, 51, 11, 49, 7, 1, 2
2022/6/4, 44, 11, 46, 8, 1, 3
2022/6/5, 45, 6, 36, 7, , 2
2022/6/6, 19, 6, 28, 6, , 1
2022/6/7, 14, 11, 24, 6, , 1
2022/6/8, 40, 10, 29, 9, 1, 2
2022/6/9, 28, 13, 32, 14, 1, 3
2022/6/10, 46, 10, 28, 12, 1, 2
2022/6/11, 29, 10, 34, 4, 1, 2
2022/6/12, 33, 7, 34, 6, 1, 2
2022/6/13, 33, 11, 25, 6, 1, 1
2022/6/14, 37, 11, 28, 10, , 2
2022/6/15, 30, 26, 24, 25, 1, 3
2022/6/16, 60, 44, 49, 31, 2, 5
2022/6/17, 92, 29, 19, 30, 2, 4
2022/6/18, 63, 14, 30, 15, 1, 3
2022/6/19, 34, 22, 21, 25, 2, 3
2022/6/20, 56, 28, 53, 22, 2, 4
2022/6/21, 72, 20, 34, 10, 1, 10
2022/6/22, 50, 16, 22, 11, 1, 2
2022/6/23, 53, 16, 12, 12, 1, 2
2022/6/24, 49, 16, 27, 5, 1, 1
2022/6/25, 51, 12, 25, 9, 2, 2
2022/6/26, 47, 17, 38, 22, 2, 3
2022/6/27, 59, 22, 53, 25, 3, 3
2022/6/28, 62, 23, 30, 25, 2, 4
2022/6/29, 63, 29, 96, 25, 4, 4
2022/6/30, 74, 25, 72, 23, 2, 3
2022/1/3, 27, 6, 27, 17, 1, 3
2022/1/4, 30, 5, 27, 7, , 2
2022/1/5, 18, 9, 21, 19, 1, 2
2022/1/6, 41, 9, 25, 18, 1, 2
2022/1/7, 46, 10, 23, 22, 1, 4
2022/1/8, 47, 13, 23, 27, 1, 4
2022/1/9, 61, 9, 28, 10, 1, 3
2022/1/10, 44, 14, 18, 22, 1, 3
2022/1/11, 59, 5, 26, 11, 1, 2
2022/1/12, 15, 5, 28, , 1, 2
2022/1/14, 23, 5, 28, 11, 1, 7
2022/1/15, 20, 13, 20, 18, 1, 5
2022/1/16, 54, 13, 16, 28, 1, 5
2022/1/17, 55, 4, 26, 9, 1, 2
2022/1/18, 19, , 22, 17, , 3
2022/1/19, 35, 8, 26, 22, 1, 3
2022/1/20, 46, 6, 29, 9, 1, 2
2022/1/21, 18, 6, 28, 16, 1, 3
2022/1/22, 27, 12, 27, 11, 1, 2
2022/1/23, 50, 10, 30, 13, , 2
2022/1/24, 44, 8, 28, 14, 1, 2
2022/1/25, 34, 15, 23, 18, , 3
2022/1/26, 64, 13, 32, 18, 1, 4
2022/1/27, 49, 10, 31, 15, 1, 3
2022/1/28, 49, 8, 30, 15, 1, 3
2022/1/29, 39, 7, 31, 6, 1, 2
2022/1/30, 29, 5, 30, 8, 1, 2
2022/1/31, 19, 7, 23, 19, 1, 3
2022/2/1, 38, 8, 32, 13, 1, 3
2022/2/2, 42, 12, 29, 24, 1, 4
2022/2/3, 57, 8, 26, 17, 2, 3
2022/2/4, 35, 8, 31, 15, 1, 4
2022/2/5, 32, 5, 31, 7, 1, 2
2022/2/6, 22, 4, 30, 10, 1, 2
2022/2/7, 21, 10, 23, 16, 1, 3
2022/2/8, 44, 8, 29, 13, 1, 2
2022/2/9, 38, 10, 22, 18, 1, 2
2022/2/10, 51, 6, 30, 8, 1, 2
2022/2/11, 33, 11, 27, 15, 1, 3
2022/2/12, 48, 15, 32, 19, 1, 4
2022/2/13, 61, 12, 31, 13, 1, 3
2022/2/14, 53, 14, 18, 24, 1, 4
2022/2/15, 60, 16, 31, 19, 1, 3
2022/2/16, 52, 6, 31, 10, 1, 2
2022/2/17, 17, 5, 32, 10, 1, 2
2022/2/18, 14, 14, 18, 25, 2, 4
2022/2/19, 54, 11, 33, 11, 1, 2
2022/2/20, 45, 3, 33, 7, , 2
2022/2/21, 18, 8, 31, 11, 1, 2
2022/2/22, 28, 6, 34, 7, 1, 2
2022/2/23, 22, 4, 29, 8, 1, 2
2022/2/24, 19, 8, 32, 15, 2, 3
2022/2/25, 31, 10, 36, 17, 1, 3
2022/2/26, 42, 12, 43, 9, , 3
2022/2/27, 46, 8, 32, 13, 1, 3
2022/2/28, 39, 18, 32, 23, 1, 3
2022/3/1, 63, 13, 40, 13, 1, 3
2022/3/2, 51, 13, 36, 12, 1, 3
2022/3/3, 51, 9, 31, 11, 2, 2
2022/3/4, 42, 18, 44, 15, 2, 4
2022/3/5, 60, 7, 36, 3, , 2
2022/3/6, 32, 8, 33, 11, 1, 2
2022/3/7, 29, 11, 29, 13, 1, 2
2022/3/8, 45, 10, 33, 10, 1, 2
2022/3/9, 46, 11, 33, 17, 2, 4
2022/3/10, 51, 18, 44, 19, 1, 3
2022/3/11, 66, 22, 52, 22, 3, 4
2022/3/12, 72, 25, 42, 13, 2, 4
2022/3/13, 71, 11, 34, 11, 1, 3
2022/3/14, 38, 9, 36, 12, 1, 3
2022/3/15, 37, 10, 35, 16, 1, 3
2022/3/16, 31, 12, 38, 16, 1, 3
2022/3/17, 43, 6, 32, 9, 1, 2
2022/3/18, 24, 8, 32, 15, 2, 4
2022/3/19, 28, 4, 36, 5, 1, 2
2022/3/20, 13, 7, 31, 7, 2, 3
2022/3/21, 22, 6, 29, 12, , 2
2022/3/22, 25, 10, 32, 12, 1, 3
2022/3/23, 56, 19, 28, 17, 1, 3
2022/3/24, 64, 21, 33, 24, 1, 4
2022/3/25, 70, 17, 31, 15, 1, 3
2022/3/26, 45, 12, 37, 6, 2, 3
2022/3/27, 22, 10, 38, 8, 1, 2
2022/3/28, 30, 12, 30, 14, 1, 2
2022/3/29, 47, 20, 28, 22, 1, 4
2022/3/30, 59, 15, 37, 11, 1, 2
2022/3/31, 45, 5, 37, 7, 1, 2
2021/10/1, 17, 7, 36, 11, 1, 3
2021/10/2, 27, 10, 40, 7, 1, 2
2021/10/3, 36, 14, 21, 24, 1, 
2021/10/4, 47, 15, 33, 16, 1, 
2021/10/5, 49, 14, 35, 11, 1, 
2021/10/6, 45, 12, 24, 14, 1, 
2021/10/7, 30, 17, 38, 21, 1, 
2021/10/8, 49, 13, 32, 8, , 
2021/10/9, 39, 12, 29, 9, 1, 
2021/10/10, 33, 12, 27, 14, 1, 
2021/10/11, 36, 9, 26, 10, 1, 
